20
1	 28	 394	 413	 1	 1
2	 37	 362	 368	 3	 7
3	 14	 472	 474	 1	 1
4	 24	 335	 347	 1	 3
5	 7	 373	 376	 3	 3
6	 40	 455	 468	 6	 6
7	 24	 346	 353	 3	 4
8	 17	 376	 381	 3	 7
9	 17	 365	 385	 6	 6
10	 32	 316	 317	 8	 8
11	 10	 459	 478	 2	 6
12	 7	 323	 340	 1	 3
13	 24	 414	 425	 4	 6
14	 9	 424	 438	 1	 3
15	 11	 328	 344	 3	 9
16	 35	 350	 352	 1	 2
17	 39	 395	 402	 2	 2
18	 18	 326	 338	 2	 2
19	 20	 350	 367	 2	 5
20	 26	 430	 433	 1	 1
0	9	11	10	9	8	7	6	12	8	14	10	6	6	9	13	5	9	14	10
15	0	14	6	12	15	8	10	11	5	12	8	9	11	12	11	9	15	6	6
5	12	0	10	9	14	9	9	5	10	13	15	14	6	14	6	8	12	13	14
8	6	15	0	15	9	6	6	7	15	7	9	15	10	14	10	7	7	10	12
13	6	5	11	0	9	5	13	7	10	12	7	7	7	14	5	5	13	10	14
11	6	12	5	14	0	13	9	13	13	12	7	10	6	8	14	13	13	8	7
15	10	7	13	15	11	0	5	11	11	8	10	5	7	7	7	10	13	5	9
13	7	14	13	12	14	11	0	6	8	9	15	14	10	14	10	5	14	8	13
5	15	12	12	10	10	11	12	0	7	8	9	15	7	14	5	14	6	13	11
5	10	14	13	13	15	10	8	8	0	8	12	10	12	14	15	14	7	6	11
15	9	15	9	6	7	7	5	14	8	0	10	11	5	6	7	6	6	12	9
11	5	15	8	11	6	13	6	6	14	9	0	12	15	15	9	6	9	9	15
5	9	14	8	13	15	12	8	13	15	12	10	0	7	6	14	13	7	9	10
8	7	10	6	14	12	12	8	15	10	13	13	11	0	14	7	14	7	9	8
10	8	12	10	6	11	10	15	13	7	6	12	11	10	0	10	10	10	10	5
12	5	8	5	7	13	7	6	11	6	9	6	9	9	14	0	9	14	12	13
6	9	12	7	6	10	7	14	15	14	12	10	8	8	7	8	0	13	13	7
15	10	10	5	8	8	14	6	15	5	14	12	14	8	6	11	10	0	10	14
9	6	8	9	9	7	5	15	7	6	13	8	13	14	6	13	12	5	0	8
6	13	10	14	12	12	15	6	5	9	13	8	10	15	5	11	6	12	12	0
