12
1	 7	 72	 83	 5	 10
2	 30	 115	 121	 1	 5
3	 5	 40	 43	 1	 10
4	 8	 203	 203	 3	 4
5	 25	 92	 92	 7	 7
6	 29	 136	 143	 1	 1
7	 4	 171	 176	 2	 2
8	 11	 113	 117	 2	 3
9	 29	 178	 183	 1	 1
10	 15	 45	 46	 1	 4
11	 4	 149	 150	 3	 4
12	 10	 126	 130	 1	 2
0	12	8	13	6	9	11	7	11	6	8	6
5	0	15	8	12	5	12	11	5	14	8	15
11	6	0	9	12	15	11	9	7	6	12	15
7	12	10	0	9	14	12	13	9	5	8	10
6	5	5	8	0	6	6	14	12	11	7	9
13	13	9	6	15	0	15	11	10	8	6	5
5	14	13	6	8	15	0	9	11	14	8	6
7	11	15	12	10	8	5	0	15	10	8	13
10	7	6	12	5	8	12	5	0	15	10	10
7	7	8	12	10	6	12	5	8	0	13	11
12	14	6	14	11	11	11	6	5	5	0	12
15	7	6	9	11	10	12	13	9	15	7	0
