20
1	 31	 109	 129	 2	 6
2	 6	 159	 170	 4	 4
3	 27	 60	 69	 3	 7
4	 22	 14	 16	 2	 4
5	 26	 122	 136	 4	 5
6	 18	 5	 16	 2	 9
7	 32	 21	 34	 9	 9
8	 24	 59	 80	 3	 3
9	 12	 104	 114	 8	 10
10	 10	 70	 74	 1	 3
11	 6	 79	 88	 4	 5
12	 17	 -56	 -47	 3	 4
13	 34	 69	 89	 1	 1
14	 33	 190	 197	 1	 5
15	 15	 176	 184	 1	 8
16	 32	 -24	 -16	 2	 3
17	 13	 105	 115	 1	 4
18	 10	 150	 155	 2	 2
19	 20	 -40	 -36	 1	 2
20	 32	 -1	 0	 2	 4
0	10	7	10	15	14	14	13	10	5	13	5	13	8	13	14	6	13	15	8
13	0	10	12	9	8	6	14	12	5	11	5	8	7	14	9	11	7	5	7
12	11	0	11	12	6	15	13	12	10	14	12	10	10	5	13	13	6	6	11
9	11	13	0	13	14	6	6	6	13	12	11	14	14	9	12	9	6	6	10
15	6	5	8	0	9	14	9	10	13	9	9	7	11	15	9	11	14	6	13
12	13	15	11	11	0	14	6	5	11	10	12	5	12	10	15	15	5	10	11
7	12	5	14	5	9	0	6	15	14	10	10	10	14	6	10	14	11	11	8
14	12	10	7	14	9	5	0	8	13	14	14	9	14	10	9	9	14	5	14
9	14	6	9	5	13	8	14	0	10	12	12	6	9	5	12	12	6	14	15
11	9	5	7	14	5	9	10	10	0	15	13	5	7	6	11	14	12	7	7
14	9	11	12	6	8	7	15	12	10	0	9	13	12	12	14	6	11	15	11
12	6	9	12	13	6	7	7	9	12	11	0	14	9	5	13	10	13	14	8
8	10	13	7	6	15	10	15	7	15	13	6	0	10	10	12	13	8	7	7
10	11	15	6	7	5	8	8	11	12	9	13	13	0	12	14	14	8	14	11
5	13	8	9	13	14	9	6	8	11	8	11	12	11	0	10	8	6	11	13
8	5	9	10	12	11	10	5	7	10	7	12	13	14	14	0	15	15	5	9
13	15	8	8	5	7	7	5	9	13	14	8	8	6	8	10	0	12	14	14
10	7	11	12	7	8	15	13	15	6	15	14	7	12	14	8	8	0	9	8
14	6	8	9	10	7	5	13	10	13	13	15	10	11	5	5	15	11	0	9
13	9	15	11	11	8	10	9	13	15	7	7	10	9	8	7	11	6	14	0
