19
1	 18	 281	 298	 1	 1
2	 36	 389	 402	 5	 10
3	 35	 23	 45	 10	 10
4	 7	 229	 256	 1	 1
5	 31	 365	 382	 2	 6
6	 29	 473	 499	 10	 10
7	 38	 87	 110	 2	 4
8	 38	 17	 38	 4	 4
9	 24	 592	 596	 1	 1
10	 20	 65	 77	 3	 5
11	 25	 542	 552	 2	 2
12	 33	 528	 536	 5	 8
13	 20	 340	 353	 5	 6
14	 29	 609	 626	 5	 6
15	 39	 488	 511	 9	 9
16	 8	 86	 107	 3	 6
17	 33	 616	 632	 5	 9
18	 24	 374	 374	 1	 1
19	 32	 331	 343	 1	 1
0	8	11	7	15	10	6	12	8	6	15	5	6	7	11	12	9	12	11
10	0	5	13	15	15	12	5	5	6	9	5	8	11	7	13	13	9	11
11	13	0	8	6	6	15	5	15	13	11	14	13	14	8	12	10	8	11
9	9	11	0	11	9	7	10	11	11	9	5	6	9	15	13	7	6	6
8	12	5	7	0	5	6	8	6	7	14	6	10	13	5	12	13	9	15
7	15	14	8	11	0	8	6	9	14	12	6	15	14	14	10	13	14	7
6	15	15	6	11	6	0	10	6	14	5	9	5	6	5	12	7	12	11
7	9	12	7	12	5	9	0	14	6	9	6	8	12	7	5	15	10	14
10	12	8	9	11	10	7	7	0	11	7	11	14	10	7	14	12	8	10
7	9	12	7	11	15	12	14	5	0	10	10	11	9	8	8	8	15	10
5	5	10	7	14	11	15	7	12	7	0	10	5	5	7	9	15	6	11
10	10	9	13	8	6	12	7	9	7	11	0	12	11	11	13	10	9	7
5	9	7	8	10	11	13	7	11	11	15	5	0	5	10	14	6	9	10
7	11	11	7	8	7	12	5	6	12	8	14	8	0	7	9	7	11	14
9	15	10	11	14	13	13	14	7	6	14	11	12	14	0	14	14	13	9
8	12	5	6	11	6	8	12	13	5	7	5	12	11	10	0	14	14	7
5	10	10	12	10	15	8	11	10	15	10	13	8	9	6	11	0	11	12
11	8	10	6	14	12	11	12	10	14	5	6	8	15	12	10	13	0	9
13	13	11	6	9	10	12	11	7	5	9	8	10	6	15	12	15	8	0
