13
1	 38	 285	 305	 2	 8
2	 13	 187	 187	 10	 10
3	 6	 107	 107	 1	 4
4	 22	 413	 427	 5	 6
5	 21	 367	 369	 1	 1
6	 23	 407	 412	 1	 1
7	 34	 412	 416	 1	 1
8	 40	 471	 480	 2	 7
9	 40	 290	 314	 4	 10
10	 28	 157	 170	 6	 6
11	 9	 252	 256	 3	 5
12	 31	 376	 378	 6	 6
13	 13	 166	 187	 2	 5
0	9	6	15	14	5	9	5	10	6	6	8	14
7	0	5	10	12	13	15	6	5	10	5	11	11
13	11	0	13	15	15	6	14	9	10	11	14	8
15	6	12	0	15	9	7	12	9	7	5	9	5
13	14	13	14	0	15	10	10	14	7	13	5	8
10	5	12	6	11	0	9	6	12	5	13	6	12
5	5	13	11	8	8	0	10	6	12	7	13	9
5	15	14	9	11	5	14	0	9	8	11	6	9
12	6	10	14	5	6	7	8	0	14	8	8	8
12	8	8	5	5	14	8	5	6	0	5	11	12
10	6	8	15	8	13	10	7	11	7	0	9	13
5	14	9	13	12	8	9	14	14	14	8	0	14
14	6	6	7	12	7	15	6	9	12	11	13	0
