18
1	 13	 454	 473	 5	 5
2	 34	 178	 183	 2	 4
3	 36	 343	 345	 6	 6
4	 6	 330	 347	 5	 9
5	 12	 351	 360	 1	 1
6	 30	 275	 275	 5	 9
7	 26	 166	 171	 2	 2
8	 38	 47	 52	 2	 3
9	 13	 58	 64	 6	 9
10	 37	 465	 479	 1	 9
11	 39	 -56	 -53	 1	 1
12	 21	 301	 306	 3	 4
13	 10	 236	 242	 1	 8
14	 20	 421	 435	 5	 10
15	 14	 446	 455	 2	 5
16	 20	 302	 318	 8	 8
17	 9	 324	 333	 2	 4
18	 38	 230	 237	 1	 1
0	5	10	7	6	13	5	15	6	8	8	11	12	7	8	15	10	11
6	0	15	5	9	6	11	8	10	9	12	6	12	12	7	8	8	15
15	9	0	10	6	8	9	9	6	14	6	11	5	15	5	5	12	6
11	7	10	0	10	5	12	7	10	5	14	13	6	8	7	14	14	5
7	13	11	15	0	13	7	11	10	14	6	12	8	7	5	12	5	8
5	5	14	15	5	0	12	10	14	9	6	5	11	7	8	9	15	12
15	14	15	12	15	7	0	15	15	14	7	10	12	5	9	13	13	7
10	11	12	15	8	14	10	0	8	9	13	10	12	7	9	7	13	15
10	12	5	8	8	13	11	12	0	7	7	5	9	7	5	12	13	15
13	12	14	9	14	8	12	14	10	0	10	15	12	5	6	9	15	10
11	15	5	6	9	6	11	6	12	8	0	12	9	6	14	10	8	9
6	8	10	8	8	5	7	12	6	5	8	0	9	15	13	8	15	5
7	13	6	5	6	15	7	10	13	12	13	7	0	5	14	13	11	7
11	5	7	5	11	11	8	5	14	9	6	11	15	0	12	14	5	14
9	6	8	15	8	15	10	11	13	5	11	5	11	10	0	14	15	5
6	9	11	7	15	14	14	6	13	6	13	15	5	8	9	0	15	12
9	8	6	9	13	14	10	12	7	7	6	11	6	13	5	8	0	15
15	8	10	14	14	6	13	6	6	11	6	6	9	11	13	13	8	0
