11
1	 19	 157	 175	 5	 6
2	 37	 209	 220	 2	 2
3	 6	 197	 223	 5	 7
4	 31	 188	 189	 7	 9
5	 38	 126	 150	 1	 5
6	 39	 185	 204	 7	 9
7	 29	 196	 204	 1	 4
8	 29	 110	 112	 2	 4
9	 25	 114	 141	 3	 6
10	 26	 159	 164	 2	 3
11	 36	 189	 216	 1	 1
0	7	15	14	6	14	9	8	9	13	5
6	0	10	11	14	7	7	9	7	8	13
5	8	0	13	7	6	5	6	8	11	6
11	6	7	0	15	6	11	8	15	9	13
15	13	9	9	0	5	6	5	13	11	14
5	5	12	14	14	0	14	8	8	10	5
12	5	10	6	12	12	0	14	5	9	14
14	11	9	12	5	11	14	0	15	5	6
5	11	10	9	6	13	6	11	0	14	12
13	14	6	7	15	8	5	13	12	0	11
11	7	15	9	7	8	10	7	6	13	0
