17
1	 32	 6	 10	 7	 7
2	 19	 -3	 17	 7	 8
3	 14	 30	 38	 1	 2
4	 8	 119	 121	 1	 4
5	 22	 92	 108	 2	 6
6	 26	 110	 128	 5	 6
7	 17	 74	 78	 4	 7
8	 28	 82	 99	 2	 2
9	 21	 -2	 14	 8	 9
10	 8	 61	 78	 6	 10
11	 32	 33	 35	 3	 3
12	 32	 14	 29	 1	 1
13	 16	 32	 48	 3	 7
14	 12	 10	 16	 7	 8
15	 36	 104	 107	 1	 1
16	 30	 27	 37	 1	 3
17	 5	 15	 33	 1	 4
0	8	8	14	8	8	11	5	12	6	11	7	14	8	11	10	11
10	0	8	10	5	11	12	7	13	13	9	10	9	14	5	12	8
9	7	0	14	8	6	11	13	15	5	9	6	12	5	6	10	11
12	10	13	0	14	11	15	15	12	7	5	14	7	14	9	8	9
8	13	12	15	0	8	10	12	9	7	11	11	12	8	15	8	12
14	15	10	15	14	0	6	14	10	6	10	13	14	7	5	10	5
8	11	6	7	12	6	0	13	13	11	14	12	14	12	11	8	9
6	12	8	11	7	5	10	0	5	7	6	13	6	12	15	9	14
15	10	8	7	12	6	14	6	0	9	14	10	13	7	8	15	15
11	11	11	10	15	10	6	12	13	0	6	9	12	6	9	13	12
7	12	10	11	9	8	13	6	15	13	0	15	12	6	6	12	13
7	12	13	14	12	8	11	6	14	9	9	0	13	15	5	11	12
5	10	15	14	9	7	15	6	13	5	5	9	0	13	13	11	7
5	10	7	8	6	6	10	14	14	6	6	5	8	0	14	10	12
7	10	9	8	11	6	10	12	11	14	5	9	13	9	0	13	5
11	13	10	7	8	7	8	15	15	7	5	13	6	14	13	0	14
5	14	6	5	8	12	9	15	7	14	15	12	11	6	8	8	0
