16
1	 30	 381	 385	 1	 1
2	 10	 185	 196	 5	 5
3	 7	 124	 133	 3	 4
4	 23	 131	 132	 3	 3
5	 5	 226	 235	 1	 1
6	 31	 383	 399	 4	 4
7	 31	 258	 265	 4	 8
8	 32	 378	 384	 4	 6
9	 13	 66	 70	 3	 5
10	 24	 400	 416	 3	 8
11	 7	 265	 265	 4	 6
12	 15	 183	 188	 3	 10
13	 7	 187	 199	 1	 3
14	 11	 140	 149	 2	 3
15	 12	 149	 164	 1	 9
16	 9	 173	 174	 3	 8
0	10	12	6	6	8	15	15	14	10	7	10	12	11	6	6
15	0	12	8	13	12	13	13	10	14	10	5	5	14	7	10
8	13	0	14	5	8	10	9	13	12	14	10	6	11	6	10
11	10	12	0	9	12	10	15	9	5	7	15	13	15	13	10
14	7	9	14	0	12	13	14	14	14	13	11	11	15	5	5
12	10	15	8	10	0	12	12	14	7	5	10	6	9	13	6
13	12	9	7	7	15	0	10	13	8	9	5	6	11	15	8
9	10	13	8	12	14	8	0	12	11	11	9	8	12	13	9
13	6	14	10	15	14	6	6	0	12	12	10	8	13	7	13
14	7	10	9	13	15	15	9	14	0	13	14	5	11	12	11
13	13	15	13	15	11	14	6	10	15	0	9	11	15	13	6
8	8	5	13	12	15	8	15	8	6	14	0	9	11	9	15
13	15	5	10	15	14	5	7	13	7	9	5	0	5	9	12
5	6	10	15	7	11	13	6	8	9	11	10	11	0	11	14
6	9	5	14	8	10	14	10	15	13	6	12	6	13	0	5
11	9	8	14	13	9	12	13	12	6	13	9	14	9	6	0
