14
1	 19	 257	 267	 5	 5
2	 9	 273	 285	 5	 5
3	 40	 249	 254	 3	 4
4	 38	 464	 476	 3	 7
5	 31	 465	 469	 1	 1
6	 16	 309	 312	 2	 4
7	 21	 205	 212	 1	 1
8	 7	 390	 398	 2	 3
9	 19	 173	 183	 2	 4
10	 28	 189	 193	 4	 8
11	 40	 256	 276	 1	 5
12	 38	 385	 392	 1	 6
13	 39	 475	 479	 1	 2
14	 12	 202	 213	 2	 2
0	12	8	6	11	8	7	6	8	6	13	9	13	6
9	0	11	10	11	13	9	11	15	15	13	8	10	5
6	15	0	10	13	11	8	7	5	13	8	6	6	11
8	15	12	0	9	6	8	7	5	12	9	15	7	14
13	6	14	6	0	9	11	10	8	8	14	11	15	13
13	6	13	14	8	0	12	11	8	14	8	14	5	11
5	6	11	14	9	10	0	12	5	13	13	7	8	14
14	9	13	10	6	10	13	0	7	5	12	9	8	11
9	8	10	10	8	13	12	15	0	5	14	7	6	9
15	9	5	6	6	9	13	15	8	0	12	13	12	10
6	15	13	5	10	12	10	6	15	15	0	6	7	7
14	14	8	12	6	5	6	5	15	8	5	0	6	8
13	11	10	6	13	6	15	10	13	11	6	13	0	11
9	15	12	10	12	12	8	14	12	10	9	8	8	0
