20
1	 37	 155	 171	 2	 8
2	 34	 13	 30	 1	 1
3	 33	 293	 295	 4	 9
4	 4	 36	 52	 2	 3
5	 24	 456	 468	 2	 3
6	 33	 63	 80	 10	 10
7	 25	 292	 309	 1	 10
8	 27	 216	 231	 3	 3
9	 26	 27	 38	 3	 6
10	 30	 417	 428	 8	 8
11	 28	 160	 186	 5	 8
12	 33	 472	 481	 1	 2
13	 38	 292	 312	 7	 8
14	 20	 515	 526	 1	 9
15	 39	 499	 514	 6	 6
16	 5	 143	 156	 2	 10
17	 34	 -6	 8	 4	 8
18	 8	 133	 141	 3	 3
19	 6	 267	 288	 4	 4
20	 38	 499	 505	 3	 5
0	7	14	10	13	14	12	12	12	9	13	13	10	7	9	5	7	13	14	15
6	0	9	6	8	10	14	12	10	10	9	13	11	6	11	5	15	7	7	11
6	12	0	14	6	6	9	8	9	12	7	5	8	5	15	5	13	13	7	5
13	9	12	0	7	7	12	7	14	9	13	5	12	14	15	8	11	12	7	6
9	9	13	15	0	7	14	9	15	9	14	7	12	11	10	8	11	14	10	8
7	12	11	15	5	0	7	15	12	8	10	5	7	10	15	10	9	15	15	6
5	10	6	15	14	5	0	12	5	8	7	10	13	5	7	9	7	9	15	15
12	5	9	11	13	11	13	0	8	8	12	5	12	14	9	15	7	9	8	10
10	10	7	15	6	7	11	7	0	9	13	14	8	15	7	10	9	15	9	5
11	8	9	6	7	7	15	10	9	0	6	12	10	14	7	10	12	10	5	7
7	11	6	12	7	10	13	15	6	9	0	14	11	15	7	9	11	11	10	12
13	14	7	9	15	13	7	11	5	6	6	0	9	15	11	6	10	6	5	10
11	13	8	12	10	5	10	9	5	5	14	10	0	6	12	9	13	8	12	14
12	14	15	9	15	9	8	8	12	11	12	14	5	0	15	10	14	5	14	6
6	7	15	15	6	9	15	13	14	6	8	14	10	7	0	5	9	11	8	10
15	15	9	6	5	10	14	13	6	5	6	8	7	12	5	0	12	10	8	9
9	14	8	15	7	11	8	7	8	11	12	12	8	8	7	13	0	12	10	9
6	5	14	12	13	9	12	15	9	15	14	5	10	9	15	11	14	0	10	10
6	11	5	10	7	8	13	5	12	11	14	14	7	10	12	15	10	8	0	7
11	15	8	10	10	5	6	7	7	14	13	12	10	5	6	11	11	9	12	0
