16
1	 32	 292	 292	 1	 1
2	 10	 376	 391	 9	 9
3	 11	 362	 366	 1	 8
4	 11	 115	 135	 3	 3
5	 38	 226	 234	 3	 3
6	 12	 247	 265	 2	 2
7	 35	 57	 71	 3	 8
8	 39	 243	 261	 5	 6
9	 4	 107	 111	 2	 4
10	 33	 97	 97	 3	 7
11	 24	 213	 217	 1	 5
12	 22	 355	 361	 1	 9
13	 29	 257	 270	 3	 3
14	 14	 231	 234	 1	 6
15	 3	 318	 334	 3	 4
16	 5	 250	 251	 6	 9
0	14	5	14	9	8	7	12	5	12	9	6	8	8	9	12
11	0	5	9	10	9	14	6	15	13	15	12	5	8	11	15
6	12	0	13	5	10	9	9	8	14	13	7	11	8	9	5
5	6	10	0	12	13	9	10	15	14	6	9	14	11	14	9
13	15	13	12	0	13	10	10	15	15	5	12	11	5	13	9
14	7	8	13	8	0	8	5	5	13	15	10	8	13	5	7
8	14	14	8	14	5	0	8	10	7	12	10	6	14	14	5
9	13	6	5	12	8	5	0	10	10	13	13	12	14	7	6
15	13	10	9	8	5	7	12	0	9	10	7	5	6	9	13
14	7	15	14	15	14	10	12	6	0	12	5	8	8	7	7
14	9	7	11	10	8	15	5	7	8	0	5	6	13	8	6
15	11	7	5	10	6	12	12	8	9	5	0	13	10	13	6
14	13	8	9	5	14	12	8	6	6	12	7	0	9	7	14
12	12	12	5	10	5	6	7	6	14	11	11	10	0	10	14
11	13	15	11	7	11	12	11	11	5	9	15	8	10	0	8
6	15	8	11	15	8	11	11	8	10	6	6	7	7	12	0
