11
1	 16	 157	 169	 1	 1
2	 38	 121	 129	 6	 6
3	 18	 239	 252	 3	 8
4	 3	 240	 242	 3	 10
5	 27	 281	 286	 3	 4
6	 10	 248	 252	 6	 10
7	 23	 61	 71	 1	 3
8	 4	 96	 107	 1	 5
9	 13	 79	 85	 2	 5
10	 11	 207	 213	 1	 4
11	 29	 183	 193	 1	 3
0	9	14	10	6	9	10	12	7	10	12
6	0	14	15	8	14	11	5	5	5	15
5	15	0	11	15	13	6	6	9	13	12
9	13	10	0	8	7	10	11	6	5	11
6	11	8	12	0	13	6	11	13	9	9
10	15	14	7	14	0	11	11	15	8	11
13	15	13	7	12	10	0	8	11	10	13
10	15	8	15	9	14	12	0	15	6	8
10	6	11	9	7	7	8	6	0	10	6
13	7	11	12	11	11	10	6	6	0	13
11	14	9	5	5	15	12	10	11	5	0
