19
1	 6	 242	 253	 10	 10
2	 19	 283	 283	 1	 1
3	 11	 234	 249	 1	 1
4	 27	 285	 293	 2	 2
5	 11	 204	 204	 1	 2
6	 33	 242	 245	 1	 2
7	 40	 202	 211	 2	 4
8	 15	 217	 230	 1	 1
9	 8	 231	 249	 5	 7
10	 30	 229	 236	 7	 9
11	 7	 224	 226	 2	 3
12	 38	 314	 318	 2	 7
13	 9	 259	 266	 2	 6
14	 8	 247	 247	 3	 4
15	 26	 266	 278	 3	 4
16	 9	 313	 332	 7	 8
17	 24	 209	 219	 3	 4
18	 34	 191	 210	 2	 4
19	 10	 230	 249	 1	 2
0	12	12	11	11	10	7	14	14	7	15	5	12	11	11	15	5	8	5
15	0	7	13	13	7	5	7	13	7	8	14	10	14	13	14	5	14	9
12	8	0	8	8	15	15	8	10	7	15	14	10	8	6	8	11	14	14
9	5	9	0	12	14	8	11	10	8	11	9	6	12	7	11	12	9	12
15	12	15	15	0	12	13	9	8	12	6	13	7	11	5	14	13	14	14
14	12	9	8	14	0	14	10	12	7	8	6	7	15	6	7	8	13	12
5	9	7	7	10	12	0	5	9	14	9	9	7	11	8	11	15	12	9
9	11	14	12	7	5	12	0	7	11	15	6	12	8	8	9	13	13	14
10	8	7	11	13	10	10	15	0	5	15	7	8	15	12	10	13	11	11
12	6	9	15	10	12	13	6	15	0	7	7	9	15	7	7	11	10	12
9	9	8	12	15	15	9	9	11	10	0	14	11	14	11	13	15	7	15
15	13	5	7	8	8	8	14	10	11	9	0	7	14	12	5	13	15	14
9	11	11	8	6	14	5	12	15	11	13	12	0	14	9	5	12	10	14
6	9	15	13	9	7	5	6	6	6	11	15	15	0	9	5	8	5	9
8	10	6	7	12	13	11	9	13	10	5	11	14	11	0	11	8	13	5
11	11	5	13	11	13	5	9	11	10	13	13	5	12	8	0	9	6	11
7	6	11	10	9	7	10	15	11	9	15	11	12	14	14	12	0	6	11
13	12	10	12	15	15	6	15	6	12	10	15	13	15	11	13	6	0	10
7	12	10	13	14	13	7	9	13	5	15	13	10	11	5	15	13	10	0
