14
1	 13	 -77	 -62	 4	 9
2	 17	 166	 177	 4	 5
3	 20	 -81	 -78	 3	 3
4	 9	 -15	 -10	 9	 10
5	 4	 -29	 -16	 1	 1
6	 29	 78	 92	 3	 5
7	 10	 177	 182	 8	 10
8	 30	 31	 38	 7	 10
9	 15	 79	 90	 4	 4
10	 5	 46	 62	 1	 2
11	 26	 150	 150	 2	 2
12	 17	 95	 96	 2	 6
13	 19	 15	 27	 5	 5
14	 36	 63	 72	 10	 10
0	15	12	7	7	12	7	6	6	5	5	11	11	15
6	0	6	6	10	5	15	10	13	10	14	5	8	14
7	12	0	10	12	8	8	5	10	8	6	10	15	13
10	12	13	0	6	14	6	11	6	11	15	11	9	11
10	7	11	6	0	8	10	5	8	10	13	10	13	7
11	14	6	9	14	0	6	15	11	6	7	10	15	14
10	5	6	9	8	12	0	9	10	11	14	8	15	13
5	14	6	12	5	11	15	0	5	7	12	8	6	7
9	9	14	5	7	15	6	8	0	14	7	9	11	15
6	9	14	6	12	12	9	15	5	0	5	6	14	5
13	7	8	11	14	15	8	5	6	13	0	15	6	6
5	7	11	14	6	7	15	9	9	6	6	0	14	11
14	14	14	7	13	15	5	14	13	15	14	9	0	6
15	11	9	6	9	12	11	8	7	15	15	13	9	0
