17
1	 26	 367	 375	 1	 5
2	 28	 372	 388	 7	 10
3	 8	 169	 190	 5	 10
4	 37	 332	 343	 10	 10
5	 38	 342	 361	 1	 2
6	 35	 123	 139	 1	 1
7	 11	 -55	 -42	 2	 3
8	 5	 234	 254	 2	 4
9	 33	 318	 337	 1	 1
10	 9	 135	 137	 5	 7
11	 33	 -15	 -10	 2	 2
12	 36	 10	 11	 2	 5
13	 11	 337	 338	 2	 10
14	 21	 190	 208	 2	 2
15	 4	 145	 165	 2	 8
16	 3	 420	 420	 1	 1
17	 40	 81	 85	 4	 5
0	10	14	5	13	5	12	14	11	12	6	9	10	14	14	11	5
7	0	5	10	11	13	9	11	15	13	14	6	15	12	14	8	11
13	14	0	15	12	13	14	9	8	5	8	14	12	5	7	9	7
11	8	13	0	14	8	12	12	6	11	8	12	10	11	11	6	12
14	13	13	10	0	12	9	13	11	6	7	10	11	10	14	8	7
10	5	12	15	9	0	8	12	14	7	9	14	7	9	15	9	12
10	7	10	13	9	6	0	15	12	8	11	14	10	12	5	11	13
14	5	8	11	8	6	12	0	5	13	7	9	7	5	5	13	14
5	10	9	12	6	12	7	15	0	12	13	14	9	13	13	12	15
8	8	14	10	15	15	5	7	5	0	9	5	10	6	14	11	14
11	5	15	8	12	7	10	12	10	11	0	15	7	9	10	5	9
9	5	7	7	15	5	15	5	13	10	14	0	5	10	10	11	15
12	6	6	11	15	11	7	15	7	7	8	7	0	6	13	8	15
9	7	11	13	7	12	10	15	15	14	9	15	14	0	10	11	14
13	15	8	7	15	6	12	7	5	13	12	6	14	10	0	13	14
13	12	13	14	10	5	6	8	5	13	7	11	9	9	6	0	7
12	14	6	10	9	13	10	10	13	7	12	11	10	15	5	9	0
