12
1	 11	 69	 74	 3	 4
2	 29	 -27	 -27	 2	 2
3	 13	 87	 106	 1	 8
4	 26	 74	 89	 2	 4
5	 31	 18	 18	 1	 4
6	 26	 94	 108	 6	 7
7	 38	 -57	 -37	 7	 7
8	 14	 -68	 -57	 1	 9
9	 8	 60	 68	 5	 8
10	 37	 -68	 -65	 5	 7
11	 12	 167	 177	 3	 3
12	 12	 61	 66	 5	 10
0	7	9	13	10	15	10	10	7	8	5	6
10	0	5	15	12	6	11	6	12	8	14	15
9	13	0	5	13	11	12	12	9	8	8	13
10	10	12	0	6	7	5	6	11	11	8	7
15	11	15	6	0	7	6	13	10	7	11	13
9	6	6	14	13	0	9	15	6	14	8	12
9	6	15	12	11	14	0	12	12	13	11	11
8	8	6	9	7	15	10	0	12	13	13	13
12	13	12	10	5	6	9	14	0	6	8	10
10	14	9	5	8	14	8	8	9	0	6	12
13	14	7	11	9	10	11	7	10	9	0	13
15	14	10	13	13	11	15	5	11	14	8	0
