16
1	 18	 168	 177	 1	 1
2	 11	 183	 193	 9	 10
3	 39	 340	 358	 4	 10
4	 8	 268	 285	 3	 8
5	 5	 296	 311	 1	 4
6	 6	 342	 358	 6	 10
7	 30	 210	 219	 4	 4
8	 15	 192	 209	 3	 7
9	 7	 243	 248	 4	 8
10	 18	 205	 221	 3	 4
11	 19	 188	 206	 3	 7
12	 26	 174	 190	 1	 1
13	 28	 188	 206	 5	 5
14	 32	 293	 301	 1	 1
15	 34	 231	 246	 5	 7
16	 3	 193	 211	 1	 4
0	6	6	6	12	7	9	14	9	14	9	11	15	11	8	15
5	0	12	15	9	11	5	7	11	8	15	9	13	7	10	15
8	10	0	13	5	13	14	5	5	13	6	6	15	8	15	15
14	8	9	0	8	10	5	15	7	8	11	11	6	10	8	8
9	11	11	15	0	15	6	12	13	10	14	7	7	9	8	14
15	11	6	9	9	0	11	13	5	13	13	11	14	5	5	7
7	15	5	11	14	15	0	9	8	9	9	15	9	8	6	15
12	9	12	14	10	12	10	0	10	10	12	12	14	15	7	5
10	10	15	7	13	9	13	9	0	14	8	14	13	9	7	11
6	12	5	6	9	8	14	6	14	0	14	5	7	14	13	12
9	5	6	10	13	7	11	6	6	12	0	12	6	13	7	15
11	10	11	5	6	10	14	14	5	10	14	0	5	5	14	8
14	6	11	15	5	7	10	13	6	11	14	7	0	6	10	11
10	8	6	5	12	11	9	6	9	11	7	14	8	0	5	12
7	13	13	7	10	11	11	13	7	13	14	5	15	5	0	11
8	9	12	12	7	5	10	5	15	12	8	10	11	8	8	0
