16
1	 9	 24	 33	 2	 2
2	 12	 77	 90	 3	 3
3	 24	 -10	 1	 1	 1
4	 12	 115	 116	 9	 9
5	 26	 -15	 -4	 7	 10
6	 25	 -34	 -21	 5	 5
7	 23	 -42	 -42	 2	 8
8	 13	 -42	 -25	 1	 8
9	 31	 101	 115	 10	 10
10	 26	 145	 145	 4	 6
11	 38	 57	 62	 3	 3
12	 18	 110	 112	 5	 5
13	 21	 -56	 -36	 1	 1
14	 25	 105	 125	 5	 8
15	 15	 43	 63	 3	 5
16	 5	 69	 75	 7	 10
0	9	14	13	6	12	13	10	13	15	7	11	13	8	15	14
13	0	9	15	13	15	5	12	11	7	8	7	6	12	14	11
13	8	0	14	15	12	9	8	7	9	10	13	14	10	7	8
8	6	14	0	12	7	13	5	6	15	5	11	9	11	5	5
5	7	11	7	0	7	9	8	7	5	11	13	12	13	9	9
11	14	10	14	10	0	9	12	5	7	11	5	7	8	12	13
8	11	15	14	15	5	0	9	6	8	5	11	9	15	7	11
11	14	12	11	12	6	13	0	11	12	13	6	5	13	5	12
15	9	13	8	5	11	8	14	0	13	5	6	15	8	5	10
14	7	15	9	13	10	5	8	13	0	10	15	12	15	12	8
14	12	11	11	5	15	5	7	15	6	0	7	12	7	14	9
12	7	9	13	8	9	12	5	15	15	10	0	14	9	11	8
8	15	15	6	13	15	14	12	11	11	14	13	0	10	13	14
12	7	10	10	14	7	12	11	5	12	8	11	8	0	12	11
11	12	14	13	13	7	13	15	15	9	8	8	11	14	0	6
8	15	13	8	8	14	7	10	15	14	8	15	15	14	12	0
