20
1	 2	 293	 304	 2	 3
2	 4	 309	 325	 1	 1
3	 18	 264	 281	 1	 1
4	 39	 275	 277	 1	 2
5	 20	 252	 269	 3	 5
6	 30	 306	 315	 1	 1
7	 26	 193	 208	 3	 5
8	 31	 314	 329	 1	 5
9	 16	 232	 245	 5	 5
10	 25	 193	 202	 1	 3
11	 5	 231	 237	 3	 3
12	 13	 200	 209	 2	 3
13	 24	 198	 205	 7	 7
14	 4	 313	 331	 4	 4
15	 39	 243	 258	 1	 7
16	 16	 215	 227	 1	 1
17	 12	 297	 305	 1	 6
18	 29	 274	 287	 2	 3
19	 4	 288	 289	 4	 6
20	 16	 319	 329	 7	 8
0	11	15	7	8	5	10	8	12	8	12	8	11	5	12	9	13	7	10	13
11	0	15	10	10	13	9	9	15	13	7	10	7	15	15	11	12	11	6	12
9	12	0	9	15	14	12	7	12	14	5	10	7	10	6	12	8	12	9	13
8	12	5	0	15	6	10	12	6	10	10	13	10	13	8	7	12	14	11	8
5	15	10	11	0	6	12	5	10	13	10	14	8	8	7	12	12	10	5	6
12	8	11	9	8	0	15	5	12	7	11	10	5	10	11	14	12	12	7	11
15	14	15	5	6	15	0	13	5	10	15	7	14	12	14	13	9	15	8	6
7	9	5	8	15	12	15	0	5	15	7	12	8	5	9	8	7	12	15	11
9	6	12	6	11	10	10	8	0	9	8	10	13	8	12	10	6	13	5	5
13	11	15	5	12	11	11	5	11	0	11	12	13	6	5	7	14	13	14	7
13	12	12	9	10	10	8	10	6	8	0	11	8	12	11	7	13	14	12	5
13	10	8	6	11	14	6	12	14	15	5	0	13	11	8	14	14	9	12	6
9	8	15	8	7	6	5	14	15	13	7	10	0	7	7	11	5	12	12	12
11	8	14	15	13	14	7	15	10	6	6	12	13	0	14	15	8	10	6	9
7	8	8	10	12	11	7	14	13	5	7	10	7	14	0	8	7	11	7	13
15	8	6	13	13	9	11	6	8	8	12	10	6	11	6	0	13	7	5	13
6	5	7	5	9	10	7	7	13	7	6	7	5	12	14	14	0	9	11	11
7	11	15	7	11	14	5	7	6	10	9	14	14	12	6	11	9	0	14	15
15	15	8	8	12	9	8	8	11	15	10	11	14	6	10	11	9	14	0	14
15	10	12	14	13	6	14	7	11	14	7	10	12	13	6	5	12	11	7	0
