12
1	 30	 163	 167	 1	 3
2	 5	 193	 204	 1	 5
3	 19	 131	 143	 4	 7
4	 5	 156	 160	 1	 1
5	 32	 204	 214	 2	 2
6	 19	 145	 161	 6	 9
7	 19	 178	 185	 1	 4
8	 9	 180	 183	 3	 6
9	 2	 185	 196	 5	 5
10	 13	 210	 214	 1	 2
11	 30	 166	 171	 5	 10
12	 14	 138	 148	 2	 2
0	6	6	12	14	11	6	13	6	5	5	7
13	0	8	11	5	8	13	6	12	13	9	11
10	12	0	14	13	14	5	9	8	5	7	10
6	10	15	0	6	5	5	11	10	9	11	7
11	11	5	6	0	9	10	15	14	5	9	6
7	10	12	12	7	0	14	12	15	6	11	10
11	5	13	8	12	14	0	11	6	7	8	14
12	7	15	7	14	6	15	0	15	8	8	5
12	12	7	9	7	11	8	10	0	5	11	8
8	10	6	14	9	8	14	14	12	0	11	7
11	10	13	15	11	11	10	5	15	8	0	9
6	13	13	5	15	11	9	14	7	14	6	0
