17
1	 26	 100	 104	 2	 3
2	 36	 313	 322	 4	 4
3	 19	 385	 393	 4	 6
4	 33	 313	 319	 5	 8
5	 26	 139	 159	 3	 3
6	 10	 144	 147	 1	 1
7	 31	 102	 123	 3	 3
8	 32	 189	 189	 3	 8
9	 32	 84	 94	 5	 9
10	 13	 401	 405	 1	 9
11	 27	 430	 449	 4	 6
12	 13	 515	 521	 7	 8
13	 30	 33	 46	 3	 10
14	 39	 80	 86	 6	 6
15	 3	 121	 135	 5	 10
16	 4	 81	 102	 3	 3
17	 15	 329	 341	 1	 9
0	11	12	10	11	12	8	10	12	11	15	13	8	14	13	11	6
15	0	9	8	7	8	13	8	12	5	11	7	10	7	11	9	10
8	13	0	14	6	10	12	8	10	14	12	5	5	14	9	14	13
14	14	15	0	10	14	6	14	15	5	15	15	14	12	7	7	10
10	15	7	12	0	6	15	10	7	10	5	5	15	12	11	11	5
5	15	13	9	9	0	12	8	13	8	10	12	9	10	7	11	7
6	11	10	9	7	8	0	11	15	9	12	9	11	12	7	14	7
6	14	5	11	11	10	5	0	5	10	7	12	13	11	5	15	5
8	7	14	14	10	13	11	10	0	7	11	7	12	12	13	13	9
5	15	5	12	10	13	8	12	8	0	11	15	10	5	9	6	9
13	13	6	7	14	10	11	5	12	12	0	10	9	9	11	15	15
13	8	12	6	5	15	7	6	13	5	10	0	14	9	14	9	12
15	14	13	10	5	13	8	8	9	6	6	10	0	7	7	11	15
7	15	15	15	8	15	15	14	14	15	15	7	5	0	9	7	13
5	11	7	12	9	10	13	9	11	5	15	5	9	9	0	7	5
8	14	5	15	9	5	7	15	15	8	12	12	5	7	11	0	5
11	9	12	15	8	13	14	8	5	13	6	6	11	15	13	15	0
