11
1	 26	 108	 112	 3	 3
2	 12	 152	 167	 2	 4
3	 29	 176	 183	 3	 3
4	 25	 137	 157	 1	 1
5	 13	 141	 144	 2	 6
6	 6	 134	 154	 1	 3
7	 34	 143	 144	 4	 5
8	 7	 109	 126	 5	 6
9	 16	 186	 206	 5	 8
10	 37	 175	 185	 3	 10
11	 16	 131	 151	 3	 7
0	9	10	6	12	13	11	7	7	5	7
11	0	14	7	8	7	11	7	14	13	6
12	8	0	9	13	13	11	13	11	7	6
15	8	15	0	8	9	8	14	7	13	10
9	10	14	15	0	11	5	13	8	7	6
5	8	9	6	5	0	5	11	7	9	12
10	15	15	9	10	15	0	9	13	10	15
8	10	15	5	15	15	8	0	7	13	12
5	10	6	6	14	5	9	12	0	15	15
9	13	12	12	5	15	12	5	6	0	5
8	12	7	13	8	14	12	7	15	5	0
