19
1	 9	 367	 372	 3	 3
2	 25	 413	 427	 2	 2
3	 13	 383	 394	 3	 4
4	 5	 156	 172	 3	 7
5	 30	 344	 351	 3	 4
6	 23	 256	 271	 6	 9
7	 9	 309	 319	 2	 4
8	 37	 376	 380	 8	 10
9	 12	 292	 298	 4	 5
10	 17	 239	 254	 1	 10
11	 36	 176	 189	 4	 10
12	 39	 297	 311	 1	 8
13	 39	 346	 350	 4	 4
14	 24	 418	 422	 4	 4
15	 28	 424	 437	 2	 3
16	 21	 242	 255	 1	 1
17	 11	 176	 181	 1	 5
18	 9	 185	 199	 1	 3
19	 31	 345	 356	 4	 8
0	13	10	7	14	14	11	5	10	5	7	5	11	9	7	12	5	9	14
12	0	6	7	10	14	14	9	10	12	9	10	9	10	5	12	12	8	5
12	9	0	14	10	11	7	6	15	6	12	9	13	12	11	5	11	5	5
12	9	15	0	11	12	8	15	11	9	12	9	12	15	11	8	10	14	13
10	10	12	7	0	12	14	8	10	11	8	14	13	14	8	5	11	6	8
15	6	12	12	8	0	5	14	11	13	5	8	12	8	5	10	15	12	6
8	6	13	10	10	12	0	13	15	8	8	10	7	10	9	10	7	7	6
10	14	14	14	11	15	7	0	8	10	11	14	11	8	5	7	8	5	10
12	11	8	5	8	5	14	8	0	11	9	14	9	9	10	14	9	12	10
15	8	5	6	13	14	5	10	8	0	14	13	12	11	12	15	7	5	6
9	5	15	10	8	15	11	9	14	13	0	13	9	9	9	6	15	9	10
12	9	10	11	15	10	12	5	12	6	14	0	11	15	6	15	14	13	10
9	6	5	13	8	8	12	15	5	6	13	13	0	10	6	11	11	10	10
11	15	5	14	13	12	14	15	14	11	10	8	12	0	5	8	11	8	15
7	14	9	10	11	11	14	5	12	11	11	10	7	15	0	9	12	9	15
6	7	5	7	15	7	10	7	8	8	8	10	9	12	5	0	5	12	13
9	9	11	11	10	5	11	7	8	12	8	8	11	13	9	13	0	11	10
13	12	11	15	7	12	11	7	8	7	15	11	12	12	8	6	8	0	7
6	11	7	13	13	14	10	6	12	13	8	15	14	15	9	15	5	6	0
