15
1	 15	 229	 237	 4	 10
2	 40	 313	 313	 7	 8
3	 16	 399	 410	 1	 2
4	 20	 293	 313	 8	 8
5	 40	 326	 338	 1	 3
6	 26	 222	 238	 2	 2
7	 17	 280	 285	 1	 1
8	 7	 160	 177	 8	 8
9	 38	 295	 297	 3	 7
10	 18	 402	 413	 3	 5
11	 19	 451	 451	 1	 3
12	 6	 197	 205	 8	 9
13	 30	 268	 275	 1	 6
14	 28	 322	 323	 3	 9
15	 4	 231	 239	 8	 8
0	10	8	13	10	14	15	6	13	6	7	6	6	5	14
11	0	14	11	8	13	10	12	9	10	14	12	14	6	6
10	8	0	7	12	15	6	11	14	13	8	15	13	12	11
9	14	5	0	14	6	5	9	6	9	7	9	14	9	7
12	9	7	12	0	5	14	12	10	5	10	15	13	13	15
8	6	10	7	15	0	6	11	6	14	12	5	12	12	13
12	11	13	8	7	5	0	12	15	8	7	15	7	10	13
15	15	6	12	7	6	10	0	15	6	12	11	5	13	5
12	14	8	5	14	10	5	9	0	14	7	11	9	8	5
14	7	6	10	9	7	13	14	12	0	15	8	8	14	5
7	7	5	11	10	5	9	10	10	10	0	10	8	13	8
14	13	12	13	12	6	12	11	7	15	5	0	11	13	13
14	14	8	6	6	15	9	8	12	15	8	6	0	8	15
9	8	15	15	15	6	11	14	15	11	12	9	9	0	15
8	8	14	11	10	9	10	15	12	6	15	11	15	14	0
