15
1	 26	 271	 287	 1	 1
2	 39	 192	 198	 1	 3
3	 6	 143	 157	 5	 6
4	 5	 59	 80	 2	 4
5	 29	 324	 335	 7	 8
6	 22	 174	 182	 2	 9
7	 36	 20	 23	 2	 10
8	 35	 256	 276	 7	 7
9	 32	 11	 21	 3	 10
10	 31	 249	 259	 1	 1
11	 6	 317	 331	 1	 2
12	 14	 334	 337	 1	 6
13	 21	 131	 131	 8	 10
14	 14	 353	 367	 5	 9
15	 9	 19	 33	 5	 6
0	14	6	8	10	10	8	6	12	12	14	14	5	15	9
13	0	15	14	12	6	7	5	14	11	14	6	8	10	6
9	15	0	9	11	15	13	6	12	10	8	5	7	13	12
5	11	8	0	15	13	5	11	6	13	9	9	13	5	11
9	6	14	8	0	9	6	9	11	13	14	9	14	11	7
9	15	11	8	6	0	7	5	10	14	13	12	13	13	6
9	5	7	14	9	15	0	14	5	12	15	5	15	15	11
15	13	15	13	7	13	9	0	8	11	8	9	14	9	8
9	7	12	13	7	11	6	15	0	15	9	11	8	11	9
9	13	14	6	11	11	10	6	14	0	15	7	15	12	11
5	11	8	8	10	15	5	14	9	11	0	10	14	11	9
8	15	14	13	7	14	6	8	9	6	12	0	12	12	6
6	14	14	12	6	12	11	9	12	8	7	11	0	8	14
8	12	14	7	6	14	14	12	9	9	12	11	5	0	11
6	5	14	15	8	13	11	14	8	14	14	14	6	5	0
