18
1	 27	 398	 398	 2	 3
2	 12	 278	 288	 2	 4
3	 32	 407	 409	 8	 10
4	 31	 261	 265	 4	 8
5	 16	 266	 283	 10	 10
6	 32	 236	 247	 5	 9
7	 24	 347	 356	 1	 1
8	 39	 192	 202	 4	 4
9	 5	 474	 475	 5	 5
10	 15	 243	 260	 2	 6
11	 8	 151	 166	 5	 8
12	 28	 162	 179	 6	 7
13	 9	 490	 490	 6	 6
14	 22	 292	 313	 1	 5
15	 39	 441	 446	 9	 9
16	 5	 157	 164	 2	 2
17	 31	 227	 248	 2	 4
18	 12	 413	 431	 3	 5
0	6	8	9	10	14	8	14	9	6	12	11	7	9	12	13	15	9
12	0	14	14	14	9	14	7	10	10	5	5	7	8	11	7	10	14
11	7	0	5	8	15	15	7	12	9	12	6	10	8	11	6	12	10
10	5	13	0	11	14	11	8	6	12	6	11	6	8	7	14	5	8
7	5	15	10	0	8	8	15	15	14	6	5	13	6	5	11	7	13
11	7	6	9	11	0	15	14	9	15	13	12	5	7	14	12	14	11
10	9	5	5	11	9	0	9	10	11	15	15	14	15	13	5	5	11
6	5	12	13	5	7	8	0	5	10	14	7	7	8	11	7	11	13
10	14	11	7	6	8	15	12	0	9	7	14	15	7	8	9	14	6
5	6	9	13	10	8	15	8	6	0	5	8	7	11	6	7	12	5
6	11	7	12	7	6	13	14	10	15	0	12	7	6	12	9	11	11
13	8	5	13	14	11	14	14	5	5	13	0	9	12	8	10	10	10
6	13	5	9	8	8	5	9	6	5	11	11	0	12	6	12	8	10
15	12	9	13	7	9	6	14	13	13	6	13	7	0	15	13	13	15
8	11	13	8	12	12	15	11	5	12	11	7	10	14	0	12	6	11
10	7	11	9	12	15	10	14	6	11	5	6	7	12	9	0	6	13
13	10	5	14	14	15	15	14	7	8	12	11	9	12	12	13	0	5
7	15	7	12	8	15	13	15	12	12	11	13	14	13	8	14	11	0
