12
1	 25	 140	 158	 2	 3
2	 7	 242	 250	 2	 2
3	 33	 181	 184	 4	 8
4	 12	 306	 312	 2	 3
5	 28	 118	 124	 1	 3
6	 2	 132	 150	 1	 1
7	 40	 146	 150	 1	 1
8	 7	 329	 333	 3	 3
9	 34	 270	 287	 4	 6
10	 30	 269	 282	 3	 9
11	 23	 378	 381	 1	 1
12	 5	 148	 167	 7	 10
0	7	8	5	5	10	15	15	9	8	12	8
6	0	9	14	5	6	9	12	13	8	9	8
14	8	0	11	12	9	8	7	10	6	6	12
8	8	13	0	8	12	7	5	11	6	9	8
14	6	14	13	0	6	9	5	12	8	15	6
15	5	9	7	14	0	7	6	9	7	13	10
10	8	5	5	8	6	0	12	11	9	8	9
15	8	5	9	13	11	11	0	14	9	8	6
15	13	15	13	14	12	10	11	0	5	14	14
15	12	12	11	14	15	14	5	13	0	11	11
12	8	13	10	13	12	5	15	15	13	0	7
10	6	13	8	7	5	7	8	15	7	8	0
