16
1	 14	 254	 259	 3	 10
2	 28	 187	 187	 7	 7
3	 22	 244	 253	 2	 4
4	 39	 163	 180	 5	 6
5	 20	 220	 221	 4	 9
6	 28	 270	 276	 6	 8
7	 16	 220	 235	 4	 6
8	 17	 177	 193	 1	 4
9	 9	 192	 197	 1	 1
10	 4	 195	 199	 8	 10
11	 8	 200	 213	 2	 6
12	 22	 238	 245	 6	 10
13	 10	 254	 261	 4	 4
14	 38	 247	 252	 3	 8
15	 34	 292	 292	 5	 5
16	 29	 271	 292	 5	 5
0	15	15	10	14	7	14	5	6	7	10	7	8	13	11	11
13	0	13	15	9	13	13	8	12	14	6	11	15	9	13	5
7	5	0	9	11	12	14	10	13	13	10	5	15	6	14	10
15	8	14	0	10	10	10	7	10	8	7	6	5	11	5	8
13	12	10	14	0	13	8	7	10	13	15	11	6	6	6	12
7	11	6	5	15	0	10	8	11	10	8	7	10	11	14	9
11	15	15	13	13	14	0	13	13	10	15	10	12	6	14	12
15	13	13	13	11	8	11	0	6	9	11	15	15	5	14	9
11	15	6	7	12	13	9	11	0	8	15	10	10	6	12	12
9	6	8	14	15	8	8	15	7	0	9	10	10	11	12	10
6	9	7	7	9	11	8	8	6	15	0	5	12	15	5	11
6	7	14	7	6	12	7	13	8	9	13	0	5	7	8	14
8	13	14	11	6	7	5	5	6	8	5	13	0	6	14	9
10	5	10	15	6	7	10	12	9	10	14	10	15	0	6	14
10	8	14	8	12	11	8	8	13	10	12	7	7	15	0	13
11	11	5	13	15	11	9	14	6	12	9	14	15	6	14	0
