13
1	 13	 160	 176	 5	 10
2	 5	 236	 244	 8	 8
3	 20	 213	 228	 2	 6
4	 17	 293	 293	 1	 6
5	 21	 163	 181	 5	 10
6	 13	 166	 171	 1	 1
7	 26	 236	 237	 8	 8
8	 4	 256	 267	 8	 10
9	 27	 158	 168	 2	 5
10	 37	 263	 269	 5	 6
11	 40	 188	 188	 7	 8
12	 8	 276	 285	 1	 3
13	 9	 149	 149	 1	 1
0	13	13	5	13	5	13	6	13	13	11	10	5
9	0	12	14	8	15	5	13	8	11	8	13	8
6	8	0	15	6	15	7	7	7	9	10	12	12
11	7	6	0	9	10	5	5	5	7	5	14	15
12	6	11	15	0	10	10	14	14	12	9	10	8
12	6	8	11	6	0	15	6	14	6	12	8	12
14	5	12	5	5	6	0	11	13	6	5	9	7
13	10	14	11	10	8	14	0	8	7	9	6	10
6	10	13	5	14	10	14	13	0	12	10	12	11
11	7	12	7	7	9	10	15	7	0	13	7	7
8	6	14	7	14	8	7	5	13	15	0	8	7
5	6	15	9	14	14	14	10	13	8	9	0	13
6	15	5	13	7	13	7	9	15	7	8	14	0
