20
1	 27	 464	 479	 1	 5
2	 20	 263	 269	 2	 2
3	 25	 560	 575	 1	 1
4	 37	 418	 424	 1	 1
5	 21	 469	 472	 4	 5
6	 11	 446	 459	 3	 3
7	 10	 524	 530	 1	 2
8	 25	 288	 310	 2	 5
9	 37	 473	 495	 3	 7
10	 13	 271	 287	 3	 10
11	 18	 409	 418	 4	 7
12	 38	 396	 414	 1	 1
13	 39	 321	 344	 2	 5
14	 14	 470	 482	 3	 6
15	 13	 478	 494	 3	 7
16	 34	 328	 347	 7	 7
17	 7	 394	 410	 1	 9
18	 34	 516	 522	 1	 3
19	 33	 548	 571	 1	 1
20	 14	 471	 494	 4	 5
0	12	11	6	6	10	9	9	6	6	11	14	13	9	6	7	10	13	6	7
7	0	6	7	13	7	12	12	15	12	5	13	12	14	6	12	14	14	15	8
5	7	0	5	11	10	9	9	15	10	6	10	14	10	11	13	8	7	8	7
9	12	15	0	9	11	15	11	13	15	9	15	10	6	11	10	15	8	6	11
9	13	8	7	0	6	9	13	10	14	7	9	13	7	14	6	11	13	12	6
9	14	6	5	6	0	11	10	12	6	14	7	13	11	7	15	10	9	11	14
10	15	6	8	10	7	0	12	14	8	13	13	15	5	12	5	7	12	8	14
6	10	15	9	8	8	7	0	14	12	9	9	9	14	9	8	14	14	5	8
14	13	8	9	5	15	10	9	0	6	11	13	7	6	12	8	8	13	11	10
13	13	12	6	8	12	9	9	12	0	9	14	11	8	11	11	5	10	13	14
9	7	5	6	13	15	6	5	7	11	0	7	14	12	12	8	10	9	5	6
9	12	15	12	14	14	9	9	13	12	8	0	15	12	6	14	12	7	11	11
10	5	11	15	8	6	11	12	9	13	8	9	0	7	15	9	13	15	10	5
15	11	7	8	5	15	10	13	5	8	9	8	12	0	5	15	15	13	9	9
10	14	5	11	15	6	7	12	10	7	12	10	10	12	0	7	8	7	15	15
15	13	12	14	11	10	13	10	7	5	5	5	8	14	5	0	9	9	13	15
7	11	7	6	7	11	7	14	7	8	14	5	11	10	11	10	0	14	9	6
5	12	5	13	11	8	9	11	9	14	7	13	6	14	11	12	8	0	7	10
11	15	5	5	9	10	12	5	6	6	14	15	5	13	8	6	15	15	0	9
15	15	6	9	12	12	14	10	13	13	10	10	6	10	6	10	11	6	15	0
