30
1	 20	 296	 308	 1	 3
2	 17	 579	 586	 1	 5
3	 11	 852	 872	 3	 5
4	 21	 362	 366	 3	 5
5	 11	 896	 897	 3	 3
6	 29	 641	 651	 3	 3
7	 23	 719	 737	 5	 6
8	 38	 894	 909	 5	 6
9	 9	 438	 444	 1	 1
10	 37	 787	 791	 3	 5
11	 19	 554	 572	 1	 2
12	 5	 689	 702	 4	 7
13	 20	 279	 279	 2	 4
14	 31	 769	 771	 1	 6
15	 14	 861	 870	 2	 8
16	 37	 862	 867	 2	 2
17	 26	 662	 683	 1	 5
18	 32	 589	 607	 4	 5
19	 17	 472	 483	 4	 7
20	 39	 724	 727	 1	 5
21	 30	 464	 482	 4	 8
22	 7	 377	 391	 10	 10
23	 18	 399	 415	 4	 4
24	 10	 813	 814	 3	 5
25	 32	 301	 304	 7	 9
26	 4	 390	 402	 2	 6
27	 19	 546	 551	 6	 7
28	 38	 457	 464	 2	 2
29	 33	 658	 674	 1	 6
30	 6	 521	 542	 5	 9
0	9	10	12	10	8	15	15	11	8	7	7	6	13	7	5	7	12	15	9	14	12	9	5	12	13	15	13	7	13
13	0	15	5	5	5	6	5	10	11	11	10	8	13	5	7	12	11	13	10	9	14	9	7	13	6	13	5	5	11
11	14	0	13	8	8	15	7	5	11	11	7	15	13	9	12	5	10	11	14	12	11	11	15	13	8	13	11	8	5
10	8	13	0	13	14	15	13	5	12	8	6	8	11	12	11	8	12	6	12	8	10	9	13	13	7	7	5	6	15
6	13	7	6	0	12	7	10	12	10	7	5	7	10	14	9	6	8	13	6	6	14	11	7	13	15	14	7	6	6
7	11	7	7	10	0	8	8	5	9	12	7	5	10	7	9	7	8	7	14	9	14	5	14	10	12	8	9	14	7
5	15	10	6	10	6	0	7	12	11	11	11	11	12	6	13	12	5	6	15	11	8	14	7	5	13	8	11	6	10
8	13	9	13	6	12	8	0	15	11	5	6	12	15	5	6	14	15	7	10	6	6	9	11	8	14	10	12	13	9
15	14	15	6	12	9	8	12	0	8	9	6	5	10	11	7	14	11	9	12	11	10	15	15	9	9	6	7	10	11
6	15	15	10	14	13	14	10	13	0	15	10	12	14	12	14	11	8	12	13	14	5	9	11	11	11	15	9	14	11
10	14	8	9	7	9	10	14	10	10	0	9	11	13	14	13	13	5	13	15	12	5	7	11	12	15	9	15	6	9
5	13	5	15	11	12	6	5	14	14	11	0	10	10	6	11	14	11	10	13	15	14	13	13	15	9	7	10	9	15
8	10	14	12	12	12	12	14	12	11	5	15	0	13	14	6	5	11	11	9	15	7	14	13	6	12	5	13	6	14
9	12	12	15	6	15	8	12	9	12	11	6	10	0	7	9	9	10	7	12	5	14	8	11	8	9	13	9	9	5
10	8	5	15	5	10	5	15	9	11	5	7	8	11	0	6	5	7	11	13	6	7	8	14	15	10	12	6	9	7
14	5	11	5	15	14	12	11	5	13	15	7	6	8	9	0	5	11	14	11	6	5	5	9	8	7	8	10	7	5
15	9	5	7	13	13	10	15	11	9	15	13	15	13	15	14	0	13	15	14	15	12	15	9	10	13	13	11	14	13
5	8	8	9	7	12	9	5	13	9	6	7	15	7	10	9	9	0	9	12	11	15	15	6	12	13	5	8	8	12
6	9	7	13	13	5	6	8	15	6	5	12	11	7	12	8	12	14	0	9	6	10	6	15	7	15	12	10	9	14
10	8	5	13	10	13	7	5	9	9	15	13	15	12	11	6	15	6	13	0	14	15	11	8	8	6	11	5	9	7
7	12	9	15	7	9	10	15	8	14	11	12	8	14	12	7	10	14	13	14	0	14	7	6	14	7	5	5	13	14
6	7	10	8	8	8	11	8	14	10	6	13	15	8	12	12	9	15	6	9	14	0	6	14	5	8	6	15	10	15
9	11	12	6	14	9	15	15	7	8	15	6	7	8	12	8	15	8	13	10	14	5	0	9	9	11	9	11	10	5
7	14	11	6	15	7	13	14	10	11	6	15	13	5	5	9	14	10	7	12	15	11	5	0	14	8	10	7	12	6
11	12	8	9	9	9	13	5	15	12	7	10	9	11	11	13	11	15	7	14	8	7	7	11	0	15	10	10	5	7
10	15	12	12	5	12	14	12	10	11	15	9	15	8	9	13	7	11	6	8	11	6	12	7	11	0	12	14	15	12
6	14	6	8	9	12	14	10	6	15	14	11	13	9	13	10	10	11	9	14	15	5	11	7	9	12	0	8	7	7
11	5	9	7	14	15	7	6	5	11	11	8	12	15	7	10	6	9	7	8	12	11	12	14	11	14	14	0	7	6
8	10	15	7	5	5	7	7	6	14	12	13	12	6	9	7	9	13	15	10	13	14	9	8	10	9	11	15	0	10
13	15	6	5	5	9	5	13	13	13	12	15	10	15	13	12	12	8	7	8	5	7	7	8	15	5	8	6	5	0
