11
1	 27	 35	 35	 4	 5
2	 5	 86	 89	 5	 6
3	 37	 27	 37	 2	 9
4	 13	 46	 47	 1	 6
5	 22	 24	 28	 1	 5
6	 24	 74	 94	 2	 3
7	 17	 84	 93	 4	 7
8	 19	 51	 59	 1	 3
9	 37	 60	 68	 1	 5
10	 20	 42	 51	 3	 9
11	 16	 52	 68	 2	 2
0	8	13	10	6	6	5	5	9	9	6
11	0	13	14	10	8	14	15	11	11	7
8	9	0	11	5	7	10	9	9	9	14
7	12	13	0	6	12	6	13	8	8	10
12	6	12	5	0	5	6	5	5	6	14
5	14	5	5	7	0	14	11	8	12	5
13	12	6	12	5	14	0	5	11	6	15
7	10	9	15	5	6	8	0	6	9	10
6	15	14	11	14	7	7	11	0	13	15
12	10	13	12	14	12	13	14	6	0	15
8	10	15	14	11	13	13	12	6	8	0
