15
1	 15	 413	 415	 1	 6
2	 26	 90	 108	 4	 9
3	 14	 139	 153	 3	 6
4	 27	 393	 408	 5	 9
5	 12	 357	 366	 6	 8
6	 25	 339	 353	 9	 10
7	 20	 435	 449	 5	 10
8	 1	 178	 180	 1	 3
9	 28	 327	 341	 4	 8
10	 14	 211	 221	 4	 8
11	 14	 334	 348	 1	 1
12	 38	 429	 435	 1	 2
13	 20	 397	 406	 1	 7
14	 31	 248	 249	 1	 1
15	 5	 197	 198	 7	 8
0	13	13	15	8	5	9	9	5	15	6	12	12	13	12
13	0	12	12	11	8	8	9	11	9	14	14	6	10	14
13	14	0	10	6	7	5	8	15	14	5	7	15	6	9
12	13	14	0	9	5	8	13	5	10	8	12	12	11	6
11	13	9	12	0	13	11	12	13	11	9	12	8	8	14
7	11	11	6	8	0	7	10	7	6	6	9	15	9	12
10	5	15	11	9	9	0	6	6	14	5	12	7	10	7
14	15	12	12	6	5	6	0	13	7	6	5	6	7	9
7	15	5	9	12	8	5	8	0	5	8	13	6	14	14
6	10	10	14	14	13	13	7	8	0	11	8	12	6	6
5	12	9	13	6	12	6	12	5	9	0	7	14	10	11
7	7	15	8	15	7	9	10	10	6	9	0	8	9	7
13	6	9	7	12	8	11	8	15	14	8	13	0	7	8
5	10	8	10	10	12	7	15	9	13	14	5	6	0	11
7	5	14	7	15	13	8	15	7	8	10	15	14	14	0
