17
1	 20	 97	 102	 4	 10
2	 5	 473	 484	 6	 10
3	 32	 135	 152	 6	 8
4	 32	 302	 304	 3	 3
5	 14	 462	 483	 1	 1
6	 18	 480	 481	 2	 6
7	 9	 320	 325	 1	 1
8	 36	 424	 442	 2	 6
9	 31	 174	 191	 1	 4
10	 28	 215	 220	 4	 9
11	 26	 474	 484	 3	 8
12	 5	 478	 496	 2	 6
13	 22	 455	 465	 3	 6
14	 19	 202	 219	 6	 8
15	 35	 323	 326	 1	 4
16	 21	 461	 477	 1	 2
17	 29	 552	 564	 3	 3
0	12	6	9	5	11	7	8	7	11	10	12	14	13	8	10	10
6	0	15	5	5	12	6	12	14	9	11	10	7	11	13	9	7
9	5	0	8	10	15	8	7	10	10	13	13	9	15	5	7	7
14	6	14	0	7	8	13	12	13	9	14	7	12	12	7	10	14
15	9	9	15	0	5	7	13	13	7	11	9	14	9	5	7	5
6	15	5	11	10	0	10	12	15	11	5	14	5	8	5	7	15
10	6	8	6	6	12	0	15	8	11	13	11	13	9	7	6	6
14	6	9	5	10	14	8	0	11	6	6	8	10	13	9	14	9
9	5	13	10	10	10	14	9	0	13	10	7	10	13	10	10	8
13	14	8	8	15	11	12	10	15	0	7	14	7	7	9	11	14
14	6	14	12	8	10	14	14	15	11	0	11	5	6	10	5	10
8	11	13	15	13	5	15	8	13	5	15	0	11	10	8	13	7
13	5	11	7	7	5	8	14	5	13	8	6	0	14	5	12	15
6	15	14	14	5	14	14	11	6	9	9	8	13	0	10	7	14
13	5	13	11	14	14	9	14	13	9	14	11	9	12	0	15	14
7	14	12	7	12	14	13	9	6	13	5	13	10	9	15	0	6
5	13	7	11	10	6	11	14	12	6	8	13	9	14	9	8	0
