11
1	 28	 200	 212	 5	 9
2	 7	 167	 178	 1	 6
3	 33	 40	 56	 2	 8
4	 8	 62	 76	 2	 2
5	 22	 120	 123	 1	 1
6	 37	 249	 266	 2	 2
7	 5	 206	 221	 4	 6
8	 37	 75	 93	 3	 10
9	 18	 234	 237	 3	 8
10	 31	 217	 223	 1	 1
11	 14	 207	 219	 8	 8
0	14	10	15	12	8	6	11	15	7	11
15	0	11	12	7	14	12	8	8	12	11
15	14	0	11	5	5	6	8	8	11	7
15	6	14	0	8	6	12	15	13	7	7
14	6	7	14	0	5	13	11	15	7	11
7	11	7	9	9	0	10	7	7	9	6
8	5	13	6	9	7	0	15	5	11	6
14	15	9	14	12	13	9	0	13	14	13
11	6	14	10	9	7	5	9	0	13	5
12	14	11	10	10	11	8	10	7	0	12
7	11	9	13	14	7	14	9	15	14	0
