18
1	 40	 152	 168	 1	 2
2	 18	 209	 213	 1	 9
3	 7	 133	 150	 5	 7
4	 34	 191	 204	 1	 1
5	 8	 261	 266	 2	 4
6	 6	 128	 130	 7	 7
7	 36	 349	 350	 1	 6
8	 10	 80	 81	 8	 10
9	 15	 284	 294	 7	 8
10	 31	 149	 159	 4	 8
11	 9	 117	 121	 2	 6
12	 14	 232	 248	 2	 2
13	 26	 301	 315	 4	 9
14	 13	 149	 159	 5	 8
15	 21	 329	 331	 1	 4
16	 5	 322	 331	 2	 2
17	 20	 165	 167	 6	 8
18	 3	 354	 365	 2	 5
0	11	7	13	15	5	13	6	13	9	9	5	9	6	9	6	13	5
11	0	9	9	7	6	5	9	6	14	14	14	5	11	11	14	11	7
14	5	0	9	6	6	13	11	11	10	12	7	5	11	5	15	15	8
7	11	5	0	14	5	13	5	5	15	13	13	10	13	14	6	8	14
6	9	5	6	0	11	6	6	14	13	7	5	12	10	10	7	8	11
11	13	12	14	13	0	15	13	6	7	11	11	10	7	12	11	5	14
10	14	13	10	10	10	0	7	13	10	9	12	9	11	8	14	8	14
15	7	9	8	12	10	7	0	10	9	13	7	10	7	6	13	8	9
9	14	7	14	12	9	7	6	0	5	12	12	13	12	14	7	5	15
10	8	7	9	5	9	5	11	5	0	8	10	13	6	13	12	13	13
9	13	6	11	8	5	10	9	8	12	0	11	5	5	9	12	8	13
12	12	6	13	11	15	9	6	14	8	10	0	13	12	14	10	6	13
14	6	12	5	13	10	10	7	13	14	11	12	0	11	10	11	8	8
8	7	6	7	5	10	10	9	8	13	13	7	9	0	9	9	9	6
8	9	15	12	15	5	6	15	5	11	7	15	6	7	0	13	12	12
7	11	13	15	12	6	13	11	15	8	7	15	11	5	8	0	10	9
13	12	10	15	5	15	5	13	8	12	6	15	15	14	14	15	0	10
7	12	9	7	7	12	13	7	12	15	11	10	12	7	13	5	12	0
