15
1	 18	 131	 136	 2	 2
2	 5	 141	 151	 6	 8
3	 20	 184	 202	 2	 10
4	 34	 104	 114	 1	 5
5	 40	 140	 150	 1	 3
6	 14	 130	 143	 1	 1
7	 20	 185	 191	 7	 10
8	 20	 145	 156	 1	 2
9	 2	 143	 145	 5	 6
10	 28	 114	 128	 1	 2
11	 7	 86	 87	 1	 1
12	 24	 190	 206	 1	 1
13	 14	 155	 166	 6	 8
14	 7	 108	 126	 3	 3
15	 32	 115	 129	 1	 1
0	10	9	11	10	12	10	6	9	13	13	15	9	7	9
15	0	10	14	11	5	5	12	9	7	15	14	5	5	15
14	9	0	13	5	9	8	11	6	7	15	8	10	5	7
12	14	6	0	10	10	11	13	9	7	8	5	13	5	6
9	14	6	15	0	12	10	11	14	9	8	6	7	11	5
12	10	6	12	8	0	9	10	6	12	15	13	7	11	7
6	8	6	5	12	6	0	10	7	6	12	5	13	11	13
14	11	11	5	7	11	8	0	12	9	7	6	6	7	7
10	14	14	14	15	15	9	5	0	12	15	5	10	12	10
6	5	10	13	6	14	7	15	9	0	13	10	14	10	8
10	10	7	13	5	10	11	11	13	7	0	11	8	7	5
12	12	5	8	5	7	5	13	14	15	6	0	7	13	9
10	8	6	5	5	12	12	7	11	9	15	8	0	6	15
5	15	8	12	11	8	14	13	6	13	10	9	9	0	13
15	12	6	10	12	14	11	5	5	11	13	12	6	9	0
