19
1	 32	 234	 238	 8	 9
2	 6	 -68	 -67	 1	 3
3	 7	 278	 280	 10	 10
4	 14	 -39	 -23	 7	 8
5	 25	 -107	 -105	 1	 8
6	 31	 23	 35	 1	 2
7	 25	 -115	 -111	 3	 4
8	 9	 148	 150	 8	 10
9	 39	 240	 240	 1	 10
10	 4	 232	 251	 3	 5
11	 21	 -46	 -36	 1	 1
12	 24	 180	 198	 6	 10
13	 32	 70	 81	 1	 6
14	 36	 101	 118	 4	 4
15	 31	 -112	 -105	 9	 9
16	 6	 142	 143	 2	 2
17	 5	 160	 176	 3	 4
18	 9	 246	 265	 1	 1
19	 5	 249	 264	 2	 3
0	13	9	10	15	6	6	8	14	13	7	8	10	10	5	9	10	5	7
6	0	10	9	9	13	14	5	10	5	14	5	8	12	12	7	6	9	7
14	9	0	5	5	12	11	14	8	14	13	6	15	11	7	13	11	7	14
13	8	8	0	15	14	15	14	15	9	12	6	13	14	14	10	7	12	15
7	5	11	13	0	7	12	7	11	12	11	14	5	8	7	9	6	13	12
8	15	13	5	11	0	9	10	7	11	6	8	13	5	9	12	11	14	12
10	12	9	12	11	5	0	11	9	14	11	6	8	12	10	10	5	13	10
13	9	10	9	11	15	9	0	13	11	5	11	13	5	10	14	14	12	5
15	9	6	12	9	6	15	11	0	8	14	8	12	12	9	9	9	12	6
11	8	14	9	7	15	15	14	5	0	7	9	8	12	15	10	8	7	10
14	10	9	15	5	5	14	13	8	8	0	11	9	13	6	11	11	12	10
12	7	10	8	15	5	15	14	7	7	11	0	14	11	14	11	14	11	9
14	8	12	9	12	9	12	11	12	13	14	5	0	12	14	5	8	6	13
5	8	14	12	11	11	15	5	15	15	11	6	5	0	14	11	8	12	11
14	8	12	10	6	10	8	10	10	8	7	8	9	9	0	13	5	14	5
10	15	10	12	6	7	7	6	14	14	10	5	11	10	5	0	14	9	11
7	7	9	8	12	12	9	11	6	14	8	8	11	12	12	14	0	6	5
15	10	10	10	7	5	12	14	14	15	9	15	6	11	9	12	10	0	14
6	7	8	6	5	12	11	7	12	9	8	13	11	10	14	5	9	15	0
