30
1	 2	 388	 399	 3	 8
2	 27	 388	 399	 7	 10
3	 39	 140	 154	 3	 4
4	 30	 -188	 -184	 4	 8
5	 31	 -12	 12	 1	 2
6	 29	 -66	 -63	 1	 2
7	 29	 74	 84	 3	 3
8	 16	 297	 319	 1	 1
9	 12	 451	 470	 3	 6
10	 35	 -148	 -148	 1	 1
11	 13	 -208	 -203	 2	 10
12	 33	 294	 315	 3	 4
13	 13	 24	 45	 4	 4
14	 12	 257	 258	 3	 8
15	 38	 -163	 -143	 1	 1
16	 37	 454	 457	 6	 9
17	 27	 16	 34	 2	 4
18	 29	 161	 174	 8	 8
19	 29	 -89	 -87	 1	 2
20	 30	 -50	 -35	 3	 9
21	 35	 152	 164	 1	 9
22	 7	 44	 54	 7	 10
23	 12	 -36	 -19	 1	 1
24	 8	 334	 354	 1	 1
25	 39	 -2	 22	 3	 7
26	 36	 69	 84	 1	 2
27	 36	 -28	 -21	 9	 9
28	 10	 -211	 -198	 2	 3
29	 35	 180	 204	 1	 2
30	 5	 379	 401	 2	 3
0	13	12	13	5	7	13	5	11	15	14	12	8	13	13	14	12	15	14	15	15	9	15	11	15	8	14	6	8	6
8	0	10	15	7	8	9	6	12	7	14	15	8	8	13	11	12	11	5	5	5	11	9	11	6	12	9	6	5	10
7	11	0	9	6	14	9	11	13	14	9	10	15	8	11	15	10	6	12	12	12	13	10	14	8	9	10	9	7	7
13	7	7	0	11	8	6	13	15	15	5	8	8	5	6	8	12	15	12	11	12	11	11	15	10	15	8	14	9	11
6	8	10	9	0	9	12	10	7	12	6	13	9	15	12	6	13	7	12	11	5	8	8	8	14	13	12	7	14	5
13	7	10	6	6	0	13	14	15	7	6	12	12	14	13	6	7	10	15	6	15	15	11	10	14	13	6	9	12	6
7	12	5	10	10	7	0	14	5	11	13	9	9	12	9	14	13	15	6	6	12	7	13	12	12	10	6	9	9	12
7	9	12	6	8	14	10	0	6	11	6	12	9	12	7	13	14	7	7	12	8	13	12	10	10	8	13	9	11	10
13	12	6	7	7	15	8	5	0	14	8	11	11	14	10	8	14	14	5	6	8	11	7	5	11	5	13	14	7	9
7	5	15	8	9	11	12	9	8	0	10	11	7	8	12	7	8	9	8	15	15	7	12	11	5	8	14	5	7	9
6	12	10	13	13	9	5	7	14	6	0	13	6	15	12	5	7	10	14	14	10	15	12	6	5	5	9	6	15	9
10	8	10	6	13	15	12	15	6	9	6	0	9	12	11	8	8	12	9	11	9	5	6	11	8	7	12	12	11	12
15	6	10	5	5	7	14	13	7	12	14	9	0	15	5	7	6	9	6	14	12	8	8	8	11	13	5	8	8	5
9	6	5	5	15	11	11	10	5	5	9	11	11	0	14	12	13	7	5	8	14	5	12	9	6	10	11	7	8	7
10	12	9	11	12	9	6	13	9	10	9	9	10	7	0	9	10	14	14	13	8	14	15	7	5	12	6	10	5	14
12	6	15	13	11	15	15	12	14	14	5	12	9	5	7	0	11	10	5	8	5	15	14	5	5	9	13	13	8	8
9	8	9	9	14	8	10	15	7	15	10	7	10	9	8	5	0	6	5	13	7	11	15	7	9	9	14	5	5	7
15	9	7	7	9	14	10	7	11	11	6	5	8	13	15	7	13	0	15	13	11	8	11	11	9	7	9	7	7	9
15	5	7	8	10	10	8	5	14	7	11	5	10	12	11	5	7	9	0	10	15	15	5	8	12	12	7	14	8	12
6	11	5	9	12	15	13	11	14	8	13	9	14	14	13	11	14	10	15	0	12	10	12	11	7	5	13	12	10	7
9	7	10	5	6	9	12	7	11	6	15	10	5	8	10	13	11	12	12	5	0	8	11	5	10	6	7	7	5	14
6	10	13	13	10	9	12	6	5	9	6	13	13	10	8	6	5	12	6	10	13	0	7	13	15	11	6	6	15	11
9	6	11	8	10	12	8	13	15	9	6	13	13	15	8	12	13	6	13	12	10	12	0	10	8	13	13	12	12	5
11	8	12	11	12	9	6	6	7	14	8	9	6	7	6	9	13	6	15	11	9	5	10	0	10	6	7	12	8	6
11	10	9	11	12	5	5	11	8	7	12	11	9	5	9	11	9	8	9	14	12	12	9	11	0	14	15	8	15	10
9	12	10	14	13	6	13	12	5	8	11	5	5	14	9	8	8	14	6	8	11	10	5	10	14	0	5	5	7	13
6	12	10	14	11	12	5	8	9	6	7	12	10	11	5	14	15	14	13	11	14	14	15	7	15	9	0	14	12	5
9	15	12	5	14	15	8	8	13	8	14	10	8	11	14	14	7	10	9	15	5	6	14	8	14	7	13	0	10	15
7	9	11	14	12	5	5	12	10	6	12	15	6	10	14	12	13	15	10	15	10	5	5	7	10	15	6	6	0	8
13	11	6	8	8	7	12	8	9	13	6	10	8	5	15	15	12	15	5	14	10	10	5	7	11	15	12	7	8	0
