11
1	 32	 23	 24	 6	 6
2	 32	 77	 100	 3	 4
3	 28	 -99	 -90	 2	 10
4	 29	 -132	 -119	 4	 4
5	 21	 -53	 -28	 6	 7
6	 34	 34	 53	 7	 7
7	 19	 191	 200	 3	 4
8	 9	 -75	 -72	 3	 6
9	 18	 196	 200	 2	 2
10	 32	 221	 241	 2	 2
11	 31	 -51	 -44	 5	 9
0	13	14	10	14	11	7	8	15	14	6
15	0	15	15	5	13	10	11	6	6	12
5	15	0	5	8	9	6	7	15	7	11
9	5	6	0	13	5	12	11	7	11	9
11	5	5	9	0	8	14	9	13	9	14
13	14	10	12	12	0	5	9	8	9	9
7	9	9	7	6	5	0	15	5	14	8
11	15	13	13	9	8	12	0	11	15	13
14	12	5	8	5	15	12	8	0	8	13
11	13	14	5	10	12	7	8	5	0	15
15	11	6	7	11	15	9	15	9	5	0
