40
1	 16	 890	 902	 1	 7
2	 12	 601	 612	 1	 9
3	 33	 111	 111	 7	 10
4	 7	 -21	 -20	 7	 8
5	 17	 795	 795	 1	 2
6	 38	 -127	 -111	 1	 1
7	 6	 213	 221	 2	 10
8	 22	 759	 776	 3	 10
9	 37	 408	 411	 7	 8
10	 20	 666	 677	 1	 1
11	 13	 451	 456	 1	 9
12	 29	 912	 932	 5	 6
13	 32	 419	 432	 5	 5
14	 12	 685	 703	 3	 3
15	 6	 532	 536	 3	 6
16	 31	 553	 562	 1	 8
17	 32	 126	 140	 3	 4
18	 18	 371	 388	 2	 2
19	 6	 626	 633	 5	 5
20	 26	 272	 285	 2	 3
21	 20	 910	 923	 2	 3
22	 18	 136	 137	 3	 7
23	 15	 510	 519	 4	 7
24	 21	 921	 938	 5	 10
25	 24	 176	 196	 1	 3
26	 30	 523	 523	 2	 4
27	 20	 146	 151	 3	 4
28	 24	 99	 101	 2	 6
29	 8	 466	 473	 4	 9
30	 10	 314	 324	 2	 2
31	 40	 491	 508	 5	 7
32	 20	 802	 809	 1	 1
33	 20	 667	 673	 5	 5
34	 22	 529	 543	 3	 6
35	 23	 -96	 -93	 3	 8
36	 12	 798	 800	 1	 10
37	 20	 367	 382	 1	 2
38	 19	 69	 72	 2	 3
39	 13	 654	 673	 3	 7
40	 19	 812	 821	 1	 1
0	14	8	8	5	9	15	8	11	11	6	15	8	12	14	14	7	9	9	8	15	7	13	11	6	5	14	9	5	12	9	13	12	12	5	13	15	9	13	5
14	0	13	10	5	9	5	11	14	6	11	15	5	14	6	6	5	12	11	5	15	7	9	5	11	5	9	8	6	5	9	9	5	7	10	14	11	15	11	7
13	7	0	9	6	5	8	12	8	5	8	11	7	15	10	14	7	6	5	8	7	6	7	15	14	7	9	11	11	14	9	13	10	14	10	7	6	6	6	10
13	5	13	0	15	8	5	8	13	9	15	15	5	14	6	12	8	10	8	15	13	13	15	11	14	8	14	8	9	7	11	15	12	11	8	12	14	9	10	14
12	15	6	6	0	15	13	13	15	7	13	15	15	15	9	7	14	15	13	9	11	13	15	13	14	11	14	5	13	11	10	8	14	7	9	12	6	13	7	10
12	13	8	6	15	0	6	9	8	14	15	6	13	11	7	15	5	14	13	8	10	15	14	8	10	7	6	12	5	12	8	8	9	10	14	5	6	9	14	5
13	8	12	11	8	9	0	11	13	7	6	5	7	14	7	5	5	8	8	9	15	5	7	15	13	13	7	13	6	8	5	10	12	10	7	13	15	12	6	6
10	9	13	13	10	5	13	0	9	9	10	10	6	10	5	10	10	12	9	7	5	5	8	5	8	10	6	7	10	5	12	5	9	7	14	13	7	14	6	5
13	14	14	11	13	5	6	5	0	11	9	13	13	9	12	7	14	9	11	10	12	7	13	7	13	8	6	14	10	7	12	10	13	11	6	14	7	7	12	6
9	11	9	15	8	15	14	6	8	0	8	10	15	9	8	11	6	9	8	13	7	9	10	7	6	11	13	6	6	6	9	7	14	15	13	10	10	11	15	9
9	6	14	7	13	11	14	10	13	6	0	13	14	6	15	8	8	6	11	9	8	5	11	9	10	14	12	9	14	7	13	14	14	5	5	5	6	12	10	8
15	6	11	6	5	9	7	5	14	5	7	0	10	6	6	9	14	7	12	14	14	6	14	10	5	15	13	7	7	11	14	13	8	5	11	8	7	8	14	7
10	7	12	8	15	12	10	13	14	7	7	6	0	8	6	9	11	13	14	12	13	9	9	13	5	7	6	7	9	11	9	11	13	12	15	15	5	12	14	5
13	15	5	6	12	6	8	8	11	10	7	8	9	0	13	9	10	10	11	14	14	5	13	6	6	9	15	7	14	10	13	12	6	8	12	9	10	11	10	9
5	14	8	7	15	12	11	14	9	6	5	6	7	12	0	7	11	15	15	10	9	13	11	13	12	8	5	7	7	14	9	5	11	14	15	13	11	14	15	5
15	12	15	14	9	7	5	7	10	11	7	11	10	15	6	0	5	15	6	13	8	12	11	14	9	6	12	12	12	6	9	9	11	9	12	9	15	11	15	14
9	12	5	7	14	14	14	9	11	6	14	12	9	10	15	13	0	11	14	10	7	7	7	5	14	5	14	13	6	7	5	7	9	7	5	14	15	11	14	13
8	13	7	9	13	13	5	11	8	15	5	10	6	15	8	7	6	0	6	15	10	6	7	7	13	5	10	11	5	15	13	11	11	12	11	6	11	15	5	12
