12
1	 2	 128	 144	 9	 10
2	 16	 105	 108	 3	 5
3	 5	 123	 130	 4	 6
4	 20	 60	 76	 5	 9
5	 29	 106	 107	 4	 6
6	 1	 85	 96	 1	 1
7	 21	 112	 113	 2	 5
8	 23	 72	 80	 2	 7
9	 34	 125	 139	 1	 4
10	 13	 83	 89	 5	 9
11	 27	 112	 128	 5	 5
12	 9	 78	 81	 1	 1
0	13	10	7	5	12	11	15	7	11	14	9
14	0	8	11	14	14	12	13	8	12	8	7
5	7	0	5	11	11	13	5	13	13	13	12
15	10	13	0	10	6	6	6	11	6	10	8
9	14	8	15	0	6	11	7	9	13	14	10
14	14	7	11	6	0	6	15	12	15	15	8
8	11	9	9	10	13	0	14	13	14	13	11
9	6	12	12	12	12	6	0	6	10	11	11
6	14	14	5	13	10	8	14	0	6	10	9
9	12	15	12	8	11	8	13	10	0	9	6
7	7	8	8	6	15	11	15	8	9	0	8
12	14	6	7	7	14	5	15	6	10	11	0
