40
1	 27	 1026	 1042	 5	 9
2	 8	 1024	 1036	 8	 9
3	 13	 647	 665	 1	 9
4	 13	 820	 838	 4	 5
5	 7	 602	 625	 1	 5
6	 14	 616	 639	 5	 9
7	 24	 610	 619	 7	 9
8	 22	 1158	 1163	 3	 5
9	 6	 968	 980	 7	 8
10	 36	 1002	 1006	 1	 7
11	 24	 1130	 1152	 7	 9
12	 13	 1082	 1104	 4	 8
13	 39	 709	 716	 2	 2
14	 27	 720	 722	 10	 10
15	 38	 1161	 1171	 7	 8
16	 27	 835	 837	 1	 7
17	 18	 1127	 1149	 1	 1
18	 34	 818	 837	 6	 10
19	 28	 746	 756	 2	 3
20	 32	 624	 627	 1	 3
21	 36	 742	 756	 5	 9
22	 25	 1031	 1037	 3	 9
23	 34	 1077	 1096	 1	 1
24	 5	 1099	 1123	 6	 9
25	 17	 634	 652	 4	 4
26	 12	 740	 740	 1	 8
27	 5	 988	 998	 4	 9
28	 31	 852	 853	 5	 6
29	 34	 1106	 1120	 1	 7
30	 10	 632	 650	 1	 3
31	 30	 988	 1005	 9	 10
32	 24	 723	 732	 7	 8
33	 39	 869	 892	 5	 6
34	 31	 1049	 1061	 4	 5
35	 31	 558	 561	 1	 2
36	 39	 829	 844	 2	 9
37	 39	 1142	 1148	 1	 2
38	 30	 744	 760	 3	 5
39	 19	 723	 742	 1	 1
40	 34	 817	 837	 3	 4
0	5	6	5	15	7	13	6	6	12	13	12	13	15	10	14	9	15	6	8	14	13	8	11	7	10	9	5	13	15	8	5	15	12	9	13	7	9	10	9
6	0	15	5	9	10	9	15	6	9	9	6	7	13	8	5	10	5	7	12	6	8	10	12	13	12	9	7	9	5	7	14	7	5	11	8	13	7	15	11
14	13	0	15	5	12	11	9	11	11	5	10	5	9	7	12	14	7	7	7	14	11	10	6	5	6	13	12	12	12	8	11	8	7	14	11	5	13	6	13
6	11	10	0	7	15	12	12	13	12	15	8	14	5	6	7	9	5	14	10	13	13	12	12	11	15	9	7	5	10	13	13	7	6	10	12	6	6	11	12
7	6	13	13	0	14	12	9	13	10	15	7	10	13	11	5	9	8	14	6	9	7	14	6	10	13	13	12	7	10	11	15	11	13	14	8	6	12	7	14
11	7	12	10	6	0	5	14	10	6	13	15	12	10	6	15	11	10	8	14	14	7	5	14	8	14	13	12	5	6	11	7	6	7	9	9	14	12	15	12
6	13	10	6	15	8	0	6	15	13	7	12	13	15	6	14	8	6	13	8	5	14	5	9	11	14	14	6	11	12	9	7	15	7	10	5	9	8	11	9
13	12	12	11	5	9	10	0	13	5	10	7	12	5	9	6	11	5	13	15	7	5	12	11	11	11	10	10	14	10	9	8	5	9	15	10	9	10	8	7
8	9	11	8	7	13	8	5	0	9	12	11	8	9	6	12	10	14	5	9	6	7	6	11	5	6	7	5	9	5	9	15	14	8	14	5	15	15	13	8
6	11	13	14	9	14	14	5	7	0	5	13	15	11	13	8	9	14	6	14	12	8	7	10	10	13	6	11	14	9	10	13	12	5	15	12	5	9	10	8
