17
1	 25	 416	 431	 2	 10
2	 16	 191	 197	 3	 7
3	 33	 158	 166	 1	 1
4	 19	 237	 242	 3	 9
5	 8	 369	 387	 9	 9
6	 32	 94	 116	 1	 1
7	 25	 426	 428	 3	 3
8	 12	 407	 429	 3	 7
9	 37	 365	 384	 4	 5
10	 20	 221	 224	 1	 2
11	 18	 367	 370	 10	 10
12	 36	 355	 362	 1	 1
13	 5	 119	 133	 3	 3
14	 21	 448	 461	 8	 8
15	 35	 419	 436	 8	 9
16	 19	 191	 202	 1	 1
17	 39	 295	 296	 1	 7
0	8	13	8	8	11	8	15	15	7	7	9	15	6	11	5	13
5	0	9	10	7	7	8	6	9	15	10	14	11	7	9	6	9
5	10	0	15	9	9	5	13	7	9	8	15	15	8	6	5	5
8	15	9	0	8	14	11	6	5	14	6	15	6	15	6	11	10
14	5	15	7	0	14	6	11	6	13	5	7	10	15	12	10	6
15	10	6	8	9	0	9	15	6	10	15	6	14	7	15	14	15
12	6	5	9	14	5	0	5	5	7	5	6	9	11	9	12	6
13	5	9	6	14	6	9	0	15	15	15	10	15	6	14	15	9
11	8	5	15	8	12	13	7	0	6	9	8	10	13	9	11	5
6	6	8	9	7	11	13	8	5	0	11	5	7	5	11	5	15
15	7	8	10	15	10	12	10	15	6	0	8	8	8	12	9	6
11	15	11	14	9	10	12	11	12	10	11	0	9	13	8	9	10
15	11	11	11	15	14	12	8	14	12	7	15	0	15	9	9	11
15	9	15	7	10	15	6	9	8	13	6	11	6	0	11	5	14
7	7	10	14	8	6	5	5	9	13	5	12	5	7	0	10	11
5	11	9	7	9	7	7	6	9	13	9	5	11	15	12	0	15
9	10	5	11	5	15	12	12	13	11	15	10	8	15	6	11	0
