13
1	 35	 112	 115	 2	 2
2	 3	 -82	 -64	 4	 4
3	 39	 -23	 -7	 1	 1
4	 2	 113	 114	 1	 1
5	 29	 16	 34	 5	 8
6	 29	 -77	 -73	 7	 8
7	 3	 31	 50	 2	 7
8	 16	 -59	 -58	 4	 8
9	 9	 88	 93	 5	 8
10	 11	 6	 24	 3	 3
11	 27	 50	 65	 1	 4
12	 17	 -44	 -38	 1	 6
13	 34	 154	 154	 3	 5
0	13	15	15	12	13	6	8	7	13	14	11	11
10	0	11	11	5	13	14	10	5	15	6	7	15
9	6	0	14	10	11	8	13	13	6	10	14	5
8	12	12	0	8	7	5	12	10	9	12	11	15
8	7	15	15	0	12	5	12	9	15	15	10	5
5	8	6	8	10	0	7	10	6	12	7	10	6
10	14	9	8	6	12	0	9	9	7	7	9	14
14	6	14	11	10	14	15	0	13	14	11	10	15
15	14	7	14	10	5	15	8	0	8	11	9	7
9	12	6	10	12	9	5	9	9	0	14	15	10
7	11	7	8	7	6	10	15	8	10	0	9	5
7	9	11	13	15	11	6	5	11	11	15	0	12
8	10	11	13	10	5	8	15	5	10	11	10	0
