15
1	 25	 332	 335	 4	 8
2	 23	 110	 136	 1	 1
3	 40	 236	 260	 1	 1
4	 39	 130	 131	 6	 6
5	 8	 241	 244	 3	 5
6	 20	 309	 310	 1	 9
7	 21	 5	 11	 4	 7
8	 9	 266	 286	 4	 6
9	 29	 160	 184	 4	 10
10	 16	 319	 330	 8	 10
11	 14	 89	 102	 6	 10
12	 39	 123	 139	 5	 10
13	 38	 362	 375	 2	 9
14	 39	 339	 350	 1	 2
15	 30	 346	 355	 3	 6
0	9	6	6	14	11	5	9	7	15	5	11	10	7	15
7	0	8	5	13	13	7	13	6	15	6	14	11	14	7
6	6	0	6	11	11	7	6	5	9	13	13	15	5	10
9	5	9	0	12	7	11	8	13	5	15	10	7	8	7
11	10	12	10	0	12	9	14	6	7	12	8	8	8	7
7	14	15	8	15	0	12	5	8	7	12	7	9	13	5
5	7	11	15	11	12	0	15	14	10	9	10	13	7	9
11	6	11	10	7	7	14	0	14	13	8	12	14	8	12
8	13	5	9	10	13	5	13	0	13	15	9	13	5	10
7	5	8	14	6	11	5	14	6	0	13	14	9	10	14
11	12	8	15	11	10	6	13	14	6	0	8	15	8	7
12	8	12	12	11	9	5	15	7	7	7	0	14	8	9
15	11	12	12	15	12	9	12	5	6	9	7	0	13	9
8	6	14	13	10	10	7	10	15	13	12	11	15	0	5
12	5	12	14	7	5	10	6	15	9	7	14	12	5	0
