16
1	 21	 192	 203	 7	 9
2	 12	 114	 114	 1	 3
3	 21	 84	 100	 1	 7
4	 9	 106	 122	 3	 7
5	 34	 183	 183	 3	 3
6	 33	 43	 54	 1	 3
7	 12	 104	 111	 2	 3
8	 14	 158	 174	 4	 6
9	 7	 145	 161	 3	 4
10	 4	 167	 179	 1	 2
11	 17	 179	 193	 1	 5
12	 3	 80	 95	 8	 8
13	 9	 47	 52	 6	 8
14	 26	 65	 81	 2	 3
15	 16	 150	 153	 4	 4
16	 25	 201	 213	 4	 4
0	9	8	14	13	5	12	11	7	15	14	8	14	7	13	14
9	0	7	6	10	12	6	13	5	13	6	13	15	8	12	15
10	15	0	7	15	13	14	15	11	14	7	13	7	8	9	6
7	14	10	0	6	5	13	5	7	11	13	14	14	15	8	8
11	12	13	5	0	14	7	9	12	13	10	14	11	5	6	12
8	9	9	5	5	0	14	13	14	14	12	15	5	8	10	7
9	11	14	15	12	10	0	5	11	13	12	13	13	10	6	10
10	13	8	7	12	7	14	0	5	5	5	7	5	10	9	5
5	13	11	15	8	13	11	8	0	8	9	14	11	6	12	5
6	8	15	11	14	14	15	11	12	0	13	9	14	12	8	9
9	14	11	9	9	8	15	6	12	6	0	9	11	7	11	6
9	12	6	13	6	10	6	11	12	6	13	0	14	7	13	7
13	11	7	6	11	11	9	15	11	15	14	14	0	12	13	8
6	11	10	8	8	8	9	12	13	12	7	7	12	0	13	9
15	12	14	13	15	13	7	9	11	14	8	8	9	8	0	7
6	6	10	14	9	8	9	6	9	12	14	11	14	13	13	0
