16
1	 11	 188	 190	 3	 4
2	 36	 164	 173	 8	 9
3	 38	 197	 214	 1	 8
4	 39	 221	 226	 1	 1
5	 23	 139	 142	 2	 9
6	 22	 132	 149	 2	 5
7	 23	 89	 109	 1	 5
8	 8	 168	 188	 8	 9
9	 32	 103	 106	 4	 6
10	 10	 177	 184	 4	 4
11	 13	 163	 182	 3	 3
12	 17	 189	 198	 2	 6
13	 16	 208	 220	 5	 10
14	 26	 139	 150	 7	 10
15	 8	 105	 106	 1	 9
16	 5	 216	 235	 2	 4
0	9	6	6	14	14	7	12	9	14	6	13	6	9	9	14
7	0	8	5	12	15	12	13	10	15	14	6	5	6	9	8
13	8	0	6	13	10	5	7	11	14	7	11	12	11	9	13
10	8	10	0	13	9	6	6	9	11	15	13	5	10	12	12
14	14	12	12	0	15	7	10	8	12	10	15	5	12	9	6
10	5	10	8	7	0	8	12	6	10	6	11	7	11	13	14
14	11	5	5	6	9	0	5	7	7	8	14	6	10	5	15
7	7	9	8	11	10	8	0	8	12	9	10	14	11	9	6
14	12	12	5	12	11	5	9	0	12	14	13	11	8	8	7
7	15	6	13	9	14	12	14	8	0	14	15	8	8	5	13
12	9	10	12	13	5	8	15	14	11	0	9	8	6	8	14
11	12	11	15	12	15	5	14	5	13	5	0	5	15	7	5
14	8	15	15	9	15	13	8	7	11	12	9	0	15	12	14
6	5	10	11	5	15	15	5	5	6	15	7	11	0	7	15
8	6	9	15	8	7	10	11	10	12	15	6	10	6	0	6
5	13	7	11	13	12	11	6	6	7	12	7	10	12	5	0
