18
1	 13	 198	 202	 2	 2
2	 10	 298	 314	 7	 10
3	 29	 259	 280	 5	 10
4	 14	 211	 211	 2	 7
5	 3	 -83	 -78	 5	 10
6	 22	 -1	 7	 5	 7
7	 36	 -176	 -165	 8	 9
8	 32	 -107	 -100	 2	 4
9	 35	 -30	 -26	 4	 4
10	 38	 -124	 -120	 1	 6
11	 12	 -155	 -136	 2	 7
12	 20	 -14	 -6	 4	 4
13	 19	 18	 37	 4	 9
14	 25	 -34	 -24	 6	 10
15	 20	 223	 244	 3	 10
16	 9	 309	 311	 1	 1
17	 11	 -172	 -158	 3	 8
18	 34	 -143	 -128	 2	 4
0	14	9	6	10	8	7	15	13	8	14	14	13	5	7	6	5	5
8	0	7	7	14	12	7	12	9	13	12	13	12	11	15	12	7	12
14	5	0	9	14	12	8	8	9	5	12	5	6	15	10	6	7	7
8	7	5	0	9	10	10	6	13	12	7	9	9	7	7	8	7	7
13	11	8	13	0	13	9	6	14	11	10	6	15	10	9	15	13	11
11	11	5	10	8	0	13	9	12	12	8	6	12	12	5	15	8	11
9	6	5	8	13	13	0	5	11	12	14	8	5	8	12	13	12	13
8	14	6	8	5	8	7	0	13	15	10	11	6	8	10	15	8	12
5	12	13	12	12	6	12	12	0	12	10	10	10	13	13	8	7	14
5	15	14	7	11	8	12	15	13	0	12	12	8	14	11	12	13	9
14	12	12	14	13	15	9	15	7	11	0	9	11	6	7	15	9	10
12	12	12	8	12	5	10	10	9	6	12	0	7	15	14	7	7	10
9	11	14	14	8	9	5	15	8	7	14	15	0	10	9	8	7	9
13	5	13	7	10	15	8	15	8	10	8	7	14	0	5	11	6	10
10	13	15	8	9	12	7	8	6	5	7	6	11	6	0	8	6	10
13	8	15	14	12	5	7	13	12	7	6	13	6	15	10	0	9	7
7	5	5	11	5	12	6	10	12	9	6	9	8	14	12	14	0	13
8	8	9	12	13	11	5	8	5	13	6	10	13	15	10	9	11	0
