18
1	 23	 489	 493	 3	 4
2	 28	 495	 497	 4	 6
3	 27	 410	 416	 5	 9
4	 39	 428	 436	 1	 4
5	 17	 350	 358	 4	 7
6	 39	 477	 480	 7	 7
7	 9	 434	 458	 1	 3
8	 34	 462	 481	 7	 7
9	 22	 399	 410	 6	 7
10	 37	 323	 340	 2	 3
11	 22	 476	 499	 7	 7
12	 29	 429	 454	 2	 4
13	 18	 340	 340	 1	 6
14	 34	 485	 497	 2	 8
15	 21	 344	 353	 1	 2
16	 39	 327	 343	 5	 7
17	 12	 484	 496	 2	 3
18	 14	 434	 440	 3	 3
0	9	9	11	6	14	11	14	11	11	14	11	14	9	15	10	11	12
14	0	10	11	13	10	5	8	10	10	10	11	15	5	9	9	6	9
9	15	0	5	6	6	7	15	15	12	8	10	8	13	6	10	12	5
11	12	10	0	6	8	14	8	13	10	15	10	8	10	10	5	10	11
6	5	9	15	0	12	9	6	7	9	8	15	9	11	10	12	6	9
10	11	6	10	15	0	6	6	13	13	15	10	14	15	8	13	5	5
13	11	8	14	7	11	0	14	8	9	15	13	14	15	8	6	12	6
8	12	11	8	7	13	12	0	10	6	7	9	11	9	15	10	7	9
9	8	6	11	15	13	14	7	0	10	14	6	8	10	15	12	12	10
8	11	9	12	10	12	9	11	11	0	14	10	6	7	11	5	5	12
12	8	9	5	6	8	12	11	9	5	0	12	8	10	8	12	6	9
7	7	11	15	8	6	10	10	15	5	7	0	5	12	13	10	7	11
7	6	14	9	6	9	12	6	12	7	11	7	0	13	10	10	12	12
13	7	14	5	5	6	8	14	15	5	12	11	15	0	8	11	8	12
14	9	12	11	5	12	7	9	5	6	7	6	11	12	0	9	6	7
8	5	7	11	6	6	10	11	5	15	6	15	5	8	15	0	11	10
5	8	5	9	9	9	14	11	8	12	8	8	12	7	14	9	0	14
5	11	6	15	14	15	5	7	12	5	7	8	5	8	13	11	5	0
