18
1	 39	 256	 262	 4	 7
2	 6	 117	 132	 3	 3
3	 15	 257	 273	 4	 7
4	 22	 298	 299	 4	 5
5	 2	 339	 346	 3	 4
6	 4	 210	 224	 2	 2
7	 27	 190	 206	 5	 7
8	 28	 296	 305	 1	 4
9	 36	 120	 126	 6	 8
10	 26	 337	 347	 3	 9
11	 9	 218	 225	 2	 5
12	 34	 159	 167	 3	 3
13	 18	 251	 260	 4	 4
14	 5	 220	 236	 3	 6
15	 13	 191	 193	 4	 4
16	 6	 307	 316	 2	 7
17	 25	 139	 149	 7	 7
18	 39	 332	 338	 9	 9
0	9	8	14	15	11	13	15	6	12	7	10	12	6	14	6	5	5
6	0	15	5	8	6	11	14	6	12	10	12	8	14	10	5	12	8
10	9	0	15	11	14	15	12	5	9	5	11	6	8	13	6	15	5
8	10	8	0	15	11	13	8	6	7	10	14	15	13	12	15	8	13
11	15	10	10	0	9	14	13	10	15	6	13	12	6	13	15	7	14
10	13	12	10	11	0	11	10	11	12	12	5	15	9	11	9	5	10
12	6	14	9	14	14	0	8	6	10	13	9	12	15	8	7	9	12
13	14	15	10	5	12	14	0	8	8	5	11	10	13	7	14	8	10
14	5	15	11	6	15	13	9	0	11	13	14	11	14	15	5	12	5
11	15	10	15	8	10	9	10	12	0	5	15	12	10	5	5	13	6
8	15	7	13	10	12	13	13	8	15	0	12	6	5	5	6	7	9
9	9	10	14	6	15	15	7	12	14	8	0	6	13	12	6	8	8
6	14	13	10	9	7	6	13	11	6	9	10	0	14	6	13	5	15
7	6	13	8	12	12	13	6	15	13	13	8	9	0	6	9	9	7
9	8	10	15	12	12	8	11	10	6	13	8	15	6	0	6	12	9
5	8	6	15	12	6	5	9	6	13	8	6	9	11	9	0	10	5
14	12	9	8	8	7	11	11	6	6	5	6	10	14	10	14	0	14
15	6	6	13	12	5	12	5	9	10	14	8	6	12	13	15	5	0
