11
1	 9	 128	 133	 2	 7
2	 25	 89	 108	 1	 2
3	 40	 5	 27	 2	 2
4	 33	 122	 144	 5	 5
5	 32	 262	 272	 7	 10
6	 40	 250	 262	 5	 5
7	 16	 46	 48	 2	 5
8	 28	 178	 197	 2	 7
9	 3	 52	 68	 2	 8
10	 16	 148	 158	 1	 1
11	 8	 13	 23	 1	 1
0	12	9	11	8	9	10	13	11	5	8
6	0	10	5	8	14	11	5	10	9	13
5	9	0	10	15	11	5	7	9	11	14
10	7	7	0	15	7	5	6	13	7	7
10	8	13	9	0	14	13	14	7	14	6
14	9	14	10	7	0	9	14	13	8	15
11	11	12	5	7	12	0	13	11	14	11
15	14	7	11	14	7	5	0	15	15	10
15	14	6	12	8	6	14	8	0	10	7
9	15	12	10	14	10	12	14	15	0	9
6	5	13	7	10	6	8	11	12	13	0
