19
1	 4	 84	 97	 2	 2
2	 33	 79	 99	 2	 2
3	 38	 58	 62	 2	 4
4	 33	 3	 11	 4	 5
5	 18	 18	 35	 1	 2
6	 5	 16	 17	 2	 3
7	 38	 150	 158	 8	 8
8	 3	 24	 38	 2	 2
9	 29	 22	 31	 2	 3
10	 23	 15	 19	 1	 1
11	 5	 137	 157	 5	 5
12	 29	 58	 73	 5	 5
13	 29	 118	 119	 1	 3
14	 15	 64	 64	 1	 5
15	 14	 105	 106	 10	 10
16	 17	 -2	 11	 6	 8
17	 22	 147	 156	 5	 7
18	 40	 104	 121	 1	 1
19	 16	 134	 139	 9	 10
0	7	7	5	8	10	14	7	12	14	7	15	10	9	14	13	6	14	5
12	0	9	9	15	7	7	11	7	8	14	8	6	7	13	12	13	12	12
5	7	0	11	13	14	6	6	13	7	12	10	8	14	15	8	15	14	8
6	13	6	0	6	15	15	6	10	13	14	9	6	13	6	7	13	8	6
7	13	10	13	0	5	9	5	12	12	14	5	9	7	15	11	6	9	14
6	13	12	12	13	0	5	15	13	5	11	9	14	11	8	8	7	13	6
8	9	11	13	5	15	0	12	6	5	5	9	7	12	7	14	11	7	9
14	9	6	15	7	13	8	0	14	13	8	10	5	6	12	14	10	8	6
10	12	5	8	12	6	5	14	0	9	5	7	12	14	7	12	9	7	15
8	13	10	11	12	7	10	10	12	0	7	5	15	7	14	7	10	12	10
13	6	13	15	15	11	5	13	13	6	0	13	7	13	15	15	14	14	9
13	12	6	6	8	11	13	14	12	10	14	0	14	15	9	5	6	5	11
12	7	10	13	9	12	13	7	6	8	14	6	0	6	14	9	10	8	11
8	10	12	7	10	14	6	11	5	8	13	14	14	0	15	6	13	13	11
8	6	10	7	14	13	7	13	15	14	9	10	14	13	0	11	14	8	12
15	11	10	10	12	11	9	10	12	15	8	6	7	8	13	0	8	13	12
14	6	8	13	10	14	11	11	12	10	10	5	6	10	8	14	0	12	15
10	8	11	15	8	14	9	14	10	5	7	7	15	13	13	8	13	0	13
7	11	13	14	10	8	8	8	6	8	10	5	13	15	10	8	9	7	0
