15
1	 9	 235	 252	 2	 4
2	 32	 225	 236	 3	 8
3	 3	 244	 257	 1	 1
4	 35	 218	 231	 1	 1
5	 31	 143	 160	 2	 10
6	 31	 149	 163	 1	 1
7	 14	 253	 265	 3	 5
8	 21	 203	 220	 3	 6
9	 30	 202	 220	 2	 5
10	 13	 239	 241	 10	 10
11	 4	 266	 277	 4	 9
12	 36	 185	 194	 4	 7
13	 5	 262	 275	 2	 6
14	 2	 180	 196	 1	 5
15	 36	 246	 249	 7	 7
0	14	15	11	12	14	12	5	9	11	6	9	14	13	12
14	0	15	13	5	12	5	6	14	6	6	5	13	12	14
11	8	0	12	10	5	7	9	5	11	8	6	8	11	5
7	13	14	0	6	15	11	5	11	6	6	10	6	12	15
11	15	11	12	0	5	7	8	5	13	5	12	12	12	7
14	11	7	8	13	0	7	6	8	8	7	15	5	10	12
5	10	6	13	7	11	0	6	6	7	6	9	11	14	5
5	13	15	10	14	7	11	0	6	14	14	12	9	7	13
10	10	12	12	5	5	12	8	0	11	15	6	12	12	7
8	10	13	6	6	5	7	14	11	0	12	12	6	6	11
8	12	8	5	9	12	15	7	15	12	0	13	10	12	14
15	7	15	11	6	15	12	11	8	11	12	0	10	8	8
13	7	10	10	7	6	7	6	10	6	10	11	0	13	10
10	11	15	9	14	7	10	12	12	5	10	9	10	0	13
5	15	12	6	7	8	14	6	9	8	11	10	14	13	0
