11
1	 27	 236	 250	 1	 3
2	 27	 144	 166	 4	 8
3	 33	 98	 123	 6	 7
4	 27	 94	 103	 1	 3
5	 7	 357	 357	 6	 9
6	 30	 145	 157	 1	 2
7	 35	 165	 191	 1	 1
8	 32	 115	 122	 1	 2
9	 13	 70	 73	 5	 5
10	 30	 354	 357	 5	 5
11	 25	 131	 146	 2	 3
0	8	13	10	13	15	7	6	13	6	5
14	0	15	7	6	8	9	6	13	12	10
5	14	0	8	7	14	6	12	7	11	9
12	6	15	0	14	12	15	7	15	10	12
15	12	15	11	0	7	12	7	6	7	11
10	11	5	12	7	0	14	15	14	14	9
15	14	9	5	9	7	0	6	10	11	8
14	9	8	14	9	14	5	0	12	7	12
13	10	13	8	6	10	12	12	0	9	14
12	13	8	15	10	11	11	14	5	0	6
10	13	8	11	15	15	13	5	13	14	0
