15
1	 5	 118	 135	 4	 10
2	 13	 -84	 -69	 2	 5
3	 19	 212	 222	 6	 8
4	 40	 178	 178	 8	 10
5	 14	 148	 163	 5	 10
6	 4	 184	 199	 2	 4
7	 26	 -34	 -30	 9	 10
8	 7	 238	 247	 4	 7
9	 35	 46	 47	 4	 8
10	 39	 -125	 -117	 1	 2
11	 17	 23	 28	 1	 1
12	 19	 148	 148	 1	 1
13	 14	 76	 95	 5	 10
14	 15	 -6	 1	 9	 9
15	 25	 64	 68	 2	 7
0	6	6	7	6	8	8	11	12	6	5	6	13	7	8
9	0	12	7	14	14	7	10	12	7	5	12	11	13	9
6	15	0	9	13	5	7	12	14	10	12	7	7	7	9
15	12	8	0	9	9	9	10	10	15	7	11	14	8	6
12	9	6	9	0	11	5	10	13	7	10	13	10	15	9
8	10	9	10	8	0	5	5	11	5	12	13	9	9	10
15	7	8	15	9	12	0	8	10	7	13	14	7	8	6
5	5	13	14	9	11	8	0	11	11	14	10	12	5	6
8	12	12	6	7	14	5	15	0	11	8	11	14	10	12
9	14	13	14	15	9	7	5	7	0	9	11	6	10	13
7	9	12	9	11	14	11	11	12	12	0	6	10	14	14
8	10	8	13	7	13	7	5	7	5	10	0	8	5	11
6	15	12	14	6	9	10	9	6	5	13	9	0	6	5
6	7	10	14	6	6	12	14	10	9	10	8	12	0	15
14	12	8	9	11	15	11	5	15	7	12	6	10	11	0
