15
1	 28	 210	 215	 6	 8
2	 7	 318	 328	 1	 3
3	 40	 318	 336	 6	 8
4	 25	 273	 273	 7	 9
5	 22	 278	 286	 3	 7
6	 27	 304	 322	 4	 6
7	 25	 339	 351	 3	 8
8	 9	 344	 353	 4	 5
9	 7	 257	 275	 1	 8
10	 19	 265	 284	 2	 7
11	 28	 247	 255	 3	 5
12	 26	 266	 280	 6	 6
13	 12	 225	 232	 4	 10
14	 7	 363	 370	 4	 9
15	 18	 330	 337	 3	 3
0	9	8	7	6	15	7	12	13	15	5	15	7	13	10
14	0	10	8	5	7	5	10	14	14	15	15	10	13	8
15	15	0	14	11	7	6	13	6	14	6	5	13	14	9
13	7	5	0	5	6	11	10	7	7	10	6	6	7	7
11	14	9	9	0	15	7	13	13	13	13	14	7	5	15
6	5	12	14	14	0	7	15	7	6	12	15	8	15	12
7	13	6	13	15	7	0	10	8	10	10	15	14	7	12
10	13	8	14	14	10	11	0	15	13	13	8	8	7	5
6	13	10	11	15	14	14	12	0	10	10	14	9	5	8
5	8	15	14	15	11	11	10	6	0	9	5	8	15	12
7	5	6	9	5	5	12	11	9	6	0	7	8	11	5
6	6	12	13	8	13	6	6	10	8	9	0	11	7	13
6	10	14	14	15	6	14	9	10	5	8	6	0	11	14
12	8	5	15	14	12	8	12	6	6	14	13	14	0	14
6	12	13	12	6	7	14	7	11	10	8	13	9	5	0
