20
1	 6	 234	 243	 2	 9
2	 13	 241	 255	 4	 9
3	 15	 183	 196	 8	 10
4	 39	 194	 202	 6	 7
5	 36	 242	 252	 4	 7
6	 16	 173	 187	 3	 3
7	 17	 177	 193	 2	 5
8	 15	 220	 229	 2	 3
9	 12	 168	 184	 2	 10
10	 15	 158	 171	 2	 4
11	 12	 186	 193	 4	 4
12	 25	 207	 223	 10	 10
13	 19	 249	 254	 9	 9
14	 37	 178	 181	 8	 8
15	 16	 170	 182	 4	 6
16	 34	 117	 135	 1	 2
17	 21	 147	 163	 1	 1
18	 12	 161	 170	 10	 10
19	 8	 185	 194	 1	 1
20	 10	 252	 257	 3	 10
0	8	15	9	11	10	6	12	15	6	8	13	5	11	8	14	10	11	14	5
10	0	14	5	11	10	5	11	10	5	6	13	6	9	13	5	8	10	10	5
12	7	0	6	13	15	6	9	9	10	6	13	13	10	10	6	8	7	6	14
12	11	14	0	7	7	7	12	10	15	6	5	10	9	9	15	14	7	8	13
6	8	13	7	0	5	6	15	13	11	14	9	9	15	8	14	7	11	11	14
14	6	6	10	7	0	6	15	8	5	11	5	8	14	12	11	9	11	12	6
5	13	8	10	8	15	0	8	6	11	8	8	8	11	13	12	7	11	12	10
14	8	14	5	5	15	9	0	15	6	12	7	9	7	12	12	5	11	12	14
5	11	10	9	9	5	10	8	0	14	14	11	11	6	8	13	11	14	12	11
6	6	14	11	14	14	12	15	8	0	6	7	7	15	7	6	12	8	6	12
9	8	10	9	7	6	12	15	15	12	0	5	5	5	8	14	5	8	7	6
15	7	11	9	14	12	5	12	14	12	7	0	8	13	8	13	8	11	15	10
12	9	13	12	8	13	10	10	7	5	13	14	0	8	14	8	7	8	14	13
9	10	7	14	5	5	12	15	14	10	10	7	14	0	6	15	15	6	5	11
5	6	13	15	5	8	12	9	13	9	15	12	9	8	0	11	13	11	6	12
7	15	13	12	8	6	10	12	7	9	9	15	7	8	8	0	12	11	13	12
6	5	15	6	11	15	6	10	10	11	12	6	13	5	15	12	0	10	14	11
8	6	12	10	7	7	14	6	6	9	10	14	15	5	12	7	15	0	5	9
11	5	9	5	7	8	9	15	14	7	11	9	8	12	15	13	7	5	0	10
8	8	6	8	14	6	11	11	9	7	13	7	10	10	7	9	14	8	13	0
