15
1	 6	 180	 188	 4	 5
2	 39	 193	 195	 1	 2
3	 27	 306	 310	 3	 10
4	 20	 376	 379	 2	 6
5	 11	 298	 303	 1	 6
6	 20	 111	 121	 3	 7
7	 35	 12	 29	 5	 5
8	 12	 405	 412	 1	 9
9	 14	 104	 107	 5	 8
10	 4	 279	 293	 1	 10
11	 8	 411	 413	 1	 1
12	 40	 24	 25	 6	 8
13	 24	 153	 172	 1	 4
14	 33	 289	 296	 1	 6
15	 20	 44	 50	 1	 1
0	12	8	12	13	5	11	7	6	10	8	15	7	8	14
15	0	10	13	8	12	9	15	9	7	15	8	7	12	5
6	6	0	5	15	14	13	9	5	10	15	9	9	15	8
14	10	12	0	5	5	8	11	9	15	12	12	10	14	10
9	9	9	14	0	5	12	14	15	13	15	7	9	8	8
7	10	14	9	14	0	5	11	6	9	6	5	8	7	9
15	7	15	11	7	15	0	8	7	11	7	11	5	8	10
13	9	7	10	8	7	15	0	10	9	5	11	6	13	11
9	6	10	8	10	15	10	14	0	6	10	13	8	7	15
5	8	12	6	15	8	7	13	9	0	15	8	10	8	13
7	7	7	8	11	14	12	5	7	12	0	10	11	14	5
7	10	15	11	13	10	13	15	14	14	9	0	12	11	12
15	13	12	7	5	10	13	8	11	13	14	14	0	11	5
12	15	7	12	5	12	7	10	7	14	10	12	15	0	8
13	5	8	13	11	15	12	11	12	11	13	15	13	5	0
