17
1	 35	 167	 172	 1	 1
2	 31	 167	 171	 3	 3
3	 23	 352	 362	 5	 5
4	 24	 354	 369	 3	 7
5	 5	 278	 285	 6	 10
6	 29	 230	 240	 1	 5
7	 6	 139	 147	 4	 6
8	 3	 147	 163	 5	 5
9	 21	 368	 371	 2	 5
10	 10	 323	 328	 1	 4
11	 32	 307	 321	 3	 4
12	 32	 317	 327	 1	 8
13	 20	 135	 144	 1	 4
14	 6	 344	 365	 3	 3
15	 25	 328	 331	 1	 1
16	 40	 281	 282	 2	 6
17	 39	 397	 400	 5	 9
0	8	7	15	7	7	8	10	7	9	12	15	12	9	15	6	7
6	0	5	6	14	7	10	8	15	14	7	10	6	6	15	5	6
14	9	0	7	12	15	6	6	8	14	10	13	8	11	5	9	14
9	11	6	0	10	15	7	15	9	13	9	8	13	11	8	15	8
10	9	11	13	0	13	10	9	13	7	14	9	7	13	13	13	10
5	15	11	8	12	0	9	14	9	15	15	15	12	15	13	5	13
5	7	12	15	10	7	0	11	7	6	10	15	12	10	7	14	9
14	8	9	14	7	14	11	0	11	14	8	15	5	5	12	5	15
6	5	11	7	8	7	10	6	0	11	13	12	7	12	6	12	5
14	6	7	10	9	15	7	11	14	0	7	11	14	9	8	6	8
5	6	6	12	7	7	8	5	9	10	0	10	7	9	14	12	12
15	9	6	11	14	8	6	11	12	10	13	0	9	13	12	7	15
9	15	14	13	10	13	9	10	7	6	14	11	0	11	9	14	12
5	6	10	11	9	11	14	6	11	11	8	6	9	0	11	10	7
11	5	14	12	6	15	6	6	14	11	9	7	13	11	0	5	12
8	7	6	6	6	14	6	5	12	14	14	12	10	12	9	0	10
9	5	11	11	8	15	10	8	15	6	12	14	11	15	6	8	0
