13
1	 37	 97	 102	 1	 1
2	 18	 142	 146	 2	 2
3	 36	 118	 128	 2	 3
4	 38	 119	 137	 6	 6
5	 2	 178	 190	 3	 6
6	 5	 147	 155	 9	 9
7	 16	 160	 170	 1	 6
8	 3	 93	 111	 3	 5
9	 32	 117	 124	 6	 6
10	 6	 188	 197	 2	 3
11	 35	 171	 190	 3	 3
12	 30	 90	 105	 3	 5
13	 20	 140	 146	 3	 3
0	14	14	7	14	6	12	9	15	15	5	13	12
8	0	15	14	8	6	5	11	14	14	10	13	10
5	11	0	12	11	8	8	7	13	12	6	12	7
13	11	14	0	6	13	6	13	11	7	8	5	15
15	11	13	7	0	15	15	9	5	12	9	12	12
15	11	10	13	15	0	8	11	12	6	14	14	11
13	15	6	5	13	11	0	10	5	15	6	14	7
5	13	8	6	8	14	12	0	6	15	14	10	14
12	13	6	6	12	7	8	6	0	6	8	7	7
12	6	14	11	14	8	10	12	11	0	8	15	5
12	9	6	7	5	7	9	12	6	15	0	8	6
8	15	11	10	5	8	12	7	5	9	8	0	5
7	5	9	8	13	6	12	15	13	9	14	11	0
