18
1	 14	 332	 352	 3	 10
2	 10	 274	 294	 1	 1
3	 2	 444	 446	 2	 4
4	 12	 367	 367	 1	 3
5	 16	 293	 304	 3	 4
6	 16	 285	 291	 1	 2
7	 34	 312	 323	 1	 2
8	 17	 227	 240	 6	 7
9	 32	 232	 243	 4	 5
10	 15	 223	 236	 1	 8
11	 36	 383	 386	 6	 9
12	 8	 310	 314	 4	 4
13	 33	 307	 309	 4	 6
14	 25	 313	 319	 8	 10
15	 37	 298	 303	 1	 2
16	 16	 380	 383	 1	 6
17	 23	 439	 439	 6	 8
18	 21	 275	 276	 1	 10
0	13	14	8	15	13	13	11	13	9	5	11	9	5	6	7	15	6
8	0	7	5	6	9	15	5	6	6	15	8	7	14	6	12	15	12
14	9	0	13	12	13	15	9	11	8	12	6	6	9	13	7	12	8
7	6	9	0	14	11	7	11	8	6	11	6	13	5	11	5	12	5
5	13	13	6	0	11	6	14	8	14	15	6	10	12	9	6	8	5
6	5	9	13	13	0	10	8	8	5	12	14	14	13	11	13	9	12
15	9	6	5	5	14	0	6	9	5	8	8	12	9	8	12	15	12
13	10	6	10	13	15	5	0	11	10	11	5	10	7	10	15	14	12
8	11	10	7	7	15	14	15	0	13	11	8	9	13	14	10	5	14
8	15	6	12	9	6	9	15	14	0	10	5	7	13	5	7	7	9
15	6	13	8	7	8	10	7	5	13	0	9	15	10	8	14	8	7
15	10	15	13	11	14	7	10	12	15	5	0	11	9	10	15	6	5
5	11	10	15	5	6	6	13	6	10	5	6	0	11	14	14	9	13
13	9	11	5	8	13	5	8	6	10	9	8	6	0	10	8	6	6
9	12	9	9	7	5	7	14	14	7	8	11	7	5	0	13	12	12
12	5	8	5	11	13	7	7	10	14	9	6	7	10	13	0	15	15
7	5	8	7	6	7	15	7	9	12	15	15	5	5	5	15	0	15
9	5	7	14	15	7	14	14	10	10	6	14	7	14	5	12	5	0
