19
1	 40	 308	 315	 9	 10
2	 21	 367	 372	 4	 7
3	 27	 214	 217	 3	 4
4	 28	 441	 452	 1	 1
5	 9	 270	 273	 4	 7
6	 29	 397	 404	 1	 1
7	 5	 356	 371	 2	 9
8	 38	 492	 494	 1	 3
9	 19	 282	 293	 9	 9
10	 32	 319	 327	 5	 5
11	 33	 411	 412	 5	 8
12	 12	 234	 238	 4	 10
13	 5	 138	 160	 5	 5
14	 7	 312	 313	 3	 4
15	 14	 408	 423	 3	 8
16	 27	 150	 164	 1	 2
17	 12	 294	 311	 2	 8
18	 30	 77	 95	 3	 3
19	 37	 133	 133	 8	 8
0	7	6	13	15	9	12	5	10	15	7	12	10	7	9	6	8	11	13
7	0	14	13	5	15	5	6	10	11	8	14	9	13	8	6	13	9	6
6	9	0	9	15	12	13	11	7	8	5	10	12	12	13	14	9	7	6
14	10	5	0	8	9	12	14	13	14	5	13	9	13	14	15	15	11	7
5	13	9	5	0	8	8	7	11	9	6	13	11	11	7	6	8	8	8
10	11	8	5	9	0	14	11	14	15	15	9	5	9	14	9	12	8	11
5	5	13	15	12	11	0	6	5	8	10	15	15	13	5	9	11	7	9
12	14	12	11	10	12	10	0	11	14	5	11	13	12	9	12	6	13	15
10	5	10	6	9	5	5	6	0	14	6	6	14	9	15	11	12	14	6
6	15	5	12	8	8	14	12	14	0	15	11	9	14	8	12	10	7	8
12	8	8	7	10	10	12	12	10	9	0	9	8	14	6	9	15	5	5
9	12	8	11	7	8	5	9	13	9	14	0	14	15	9	11	10	9	9
15	8	11	7	7	14	9	13	12	5	5	13	0	9	10	10	5	15	10
14	5	11	9	15	15	11	9	15	5	10	6	14	0	15	5	12	12	12
10	12	10	15	8	15	5	13	15	12	10	8	13	12	0	14	5	10	9
13	11	14	15	9	5	13	14	11	10	8	5	10	7	9	0	14	11	15
15	13	12	5	13	7	6	11	6	14	8	7	10	8	9	7	0	8	13
14	7	5	6	9	10	7	15	7	12	6	5	12	12	10	12	15	0	10
12	11	6	13	14	9	13	15	14	12	12	9	6	10	15	13	15	9	0
